"year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
2000,0.0146717564116099,0.000637598700699459,0.0200311148414328,0.0334142988075984,0.00658742273889544,0.036154309373438,0.00797303583565189,0.00735910093309316,0.0132426782230816,0.0183798756488051,0.0556690993572011,0.0258217333095308,0.0367074049671951,0.0105888747261063,0.0155733342236345,0.0246099386453162,0.0170973786719584,0.0244212839789338,0.0218836850930506,0.0214765096912755,0.0114400692125633,0.0510251824977404,0.014073804685345,0.0171169116678828,0.028368202208773,0.026489287921416,0.0307332664581115,0.0236059015203286,0.080786625725412,0.0398817317976015,0.0141298095674474,0.0127712541919385,0.0366802702848944,0.0263078655118104,0.0214726436105111,0.0223485866628744,0.0589784671713851,0.0220940493213314,0.0163698025004644,0.0330258333036606
2001,0.00800434429911146,0.000539712032615219,0.0116635443820734,0.0336246475341074,0.00352693764151944,0.0248396616073341,0.0164300570533362,0.00627234511832366,0.0223766534074521,0.0388502480475127,0.0530772302585314,0.0201377277717679,0.0362676395875341,0.0170982054302664,0.0216883884238252,0.018789172939609,0.0199959434560526,0.0199726992820001,0.0139560640488987,0.0352843423750675,0.00859420754601737,0.0400280319086865,0.0102881081939047,0.0166436084726161,0.0411134554121802,0.0243629415794607,0.0361850196804658,0.024568281765716,0.0791526282028232,0.0492105272833215,0.0100774557834646,0.00904370477297471,0.0429675030877355,0.013855503028977,0.0253423929979895,0.00790830953382828,0.0571573772967451,0.0514676828433777,0.0195975675324589,0.010040128380318
2002,0.00805558135111737,0.000634171782667926,0.0253439074684431,0.0421494019033494,0.00537255041637853,0.0393481602062826,0.00572954759139063,0.00931277215877644,0.0126727984398236,0.0246308114083138,0.0394567555696341,0.0179701993275267,0.0333250906303426,0.00859344902688103,0.0169491478085866,0.0240829848585323,0.0261959521937581,0.0207679108739745,0.0287213215361972,0.0254553869900684,0.00282627162381653,0.0435929424906806,0.0158518578217856,0.0247873007221739,0.0481349297307906,0.0347630321638267,0.0304590783519921,0.0221537560315577,0.0944406180096661,0.0384519669290604,0.0078428182070824,0.00829947133401005,0.0334642217069586,0.00447717851705756,0.0245526694636665,0.0163986369278838,0.0607212376034205,0.0457085325639111,0.0193707508412047,0.00893482741740974
2003,0.0083785774341018,0.000598406464344173,0.0112353802942166,0.0265320181272706,0.00342743482828319,0.0303801478121305,0.0135859343857933,0.0228518022002607,0.0144838212239532,0.0154271597126522,0.0343332595564513,0.0475626875124852,0.0144436845557261,0.0264876640468241,0.0149610781900528,0.0362895397240347,0.0267523458147733,0.0188630904515619,0.0121181586479291,0.0156896745379233,0.00925413192593044,0.0481320354398901,0.0141946299835577,0.0227605154843153,0.0438710541884302,0.0370750234994747,0.0166493596624939,0.0261223214241843,0.070850572397303,0.045636685451515,0.0136947578343935,0.0128863330380292,0.044109069285103,0.020638197145488,0.0123028044464342,0.033612048667744,0.0580431646192851,0.0355287876924114,0.0242292544493268,0.0160073878439219
2004,0.00752059590023348,0.000710063810672171,0.0233549826317688,0.0302412851124651,0.00395093430859023,0.0329167573950011,0.0310570958242708,0.0178716207600311,0.0354039073689827,0.0106200256666522,0.0383208940698901,0.0274484362141032,0.0163152642867579,0.0160880030244338,0.0272782367801837,0.0301445648980424,0.0216998931063825,0.0201749291081835,0.0171483636756291,0.0130061291063028,0.0111800519046489,0.0404224199538086,0.00796573334777263,0.0240385538532381,0.039270607758788,0.0332237031428277,0.0473886722156126,0.0266724885755559,0.0844984055798663,0.0268514605835933,0.0108672847206826,0.00862730845640643,0.0651425875982065,0.0122007246261418,0.0234896849806952,0.0155895709259649,0.0343230644192629,0.0369562843771005,0.0135873766478275,0.0164320332834228
2005,0.0110591107434113,0.000683912465742999,0.0150651289700665,0.0282782545672002,0.00477227988141268,0.0319774779926661,0.0244753852550972,0.0104898084583484,0.0133845763037495,0.0218119317586972,0.0258181000586563,0.0343153513084368,0.0210600904117824,0.0420823988735287,0.0270288791875715,0.0378907587464172,0.0176536469883324,0.0141609728608641,0.0116638063134533,0.0199254604319426,0.00498435502712146,0.0411525859695976,0.0220058569035436,0.0133217803801399,0.0386306819158761,0.0608925801769498,0.0365923744974367,0.0228014758737324,0.0710188843613761,0.0424729455887254,0.00947699483979625,0.00762947513613821,0.0529783513609192,0.0141529324192093,0.0164407701453774,0.013952996685944,0.051244984572784,0.0424763763117929,0.0143882513895578,0.00978801486660461
2006,0.012151985960935,0.00078165078127275,0.0191390467762673,0.0397718301662935,0.00485984338423068,0.0522785733380489,0.0132767610979938,0.00648784287363522,0.0165703349408485,0.0144735444399059,0.0294097568786169,0.0287450553241693,0.0186804660178394,0.0157915585546572,0.0144379343592406,0.034291714619616,0.0260787313574162,0.0211346928216886,0.0071349920518705,0.0169287409274492,0.00874837479631527,0.0526711048996621,0.0150093364750332,0.0154341476216167,0.0387395859831767,0.0483261587700225,0.0233937066831734,0.0235867549367498,0.0792594926323378,0.0218044693717246,0.00500459355443289,0.0107606682687966,0.0413114461825688,0.00850011681004524,0.0174604328858235,0.0229770113711063,0.08686999367079,0.0629259035384585,0.0118474521562666,0.0129441927199042
2007,0.0133122325157836,0.000703884602340451,0.0171665820816567,0.0456645681877938,0.0045729438941342,0.0236476868181724,0.00867825130651839,0.00592314687045434,0.0190927682910678,0.014117267300206,0.019371056794315,0.0337941461935703,0.022627967176929,0.0167000937311882,0.0259839350889807,0.0286843040818012,0.0219182546345342,0.0180238992100912,0.0188454878257055,0.0125985622763286,0.0129224351406574,0.0513554610077339,0.0121149690618933,0.0184062553294922,0.0484922689470445,0.032928945825173,0.0289339704134553,0.0239897589048173,0.0689167874542689,0.0205558067832702,0.00782298929092027,0.0144971530701706,0.04321072226372,0.0122299159246417,0.0168084351266279,0.0320820451836253,0.0970392874462465,0.0560037195603656,0.0148823045618901,0.0153797298224145
2008,0.0116887470025269,0.00071911603895871,0.0174263694286183,0.0447251831884224,0.0108033937106232,0.0260355422564745,0.0172269859931797,0.0110460898456618,0.0136635888926635,0.0123230421569758,0.0263919789247834,0.0247422992248215,0.0212693981568644,0.0139655455185084,0.030632895518745,0.0285052439315548,0.0227383614259166,0.0210198670088962,0.0115022614061495,0.0190882324860207,0.0205157151045593,0.055636830260438,0.014419467155372,0.0157065802202772,0.0575432953041135,0.0418803336702731,0.0278018400216959,0.0211960268424904,0.04940510692134,0.0269494487370358,0.00528259508165189,0.0113576952499961,0.0480590479954417,0.0172036907143097,0.0159567347343189,0.0472896053038897,0.0646201106126249,0.0348205188149446,0.0186031482226241,0.0202380669162381
2009,0.0147220237267618,0.000603334115240276,0.0205096302233285,0.040057645225798,0.0146293825759806,0.025859004972745,0.0121934522374283,0.00830151498890029,0.0169508843799057,0.00805900211517923,0.0229895253148606,0.0265710383900467,0.0199190916215324,0.0207714639073875,0.0209874875418818,0.033512938370745,0.0136094748735915,0.0251816070494978,0.011444836833837,0.00683959857559753,0.0050634044053197,0.0663564988879165,0.0168098400888766,0.0153665337867271,0.0932352713664528,0.0419117384057656,0.0288058504192004,0.0169746206756506,0.0403917436088381,0.033612762250376,0.0067198756145231,0.0197542321764018,0.0567702461656155,0.0122138869873769,0.015837087599776,0.0515568624583183,0.0478258670590318,0.0406766710285721,0.0153147746662147,0.0110892953088011
2010,0.011870097176815,0.000737033896150838,0.0254051392466124,0.0306212967887286,0.00663722022413338,0.0270839710687352,0.0244313661206448,0.0140386378954343,0.0203229334989199,0.0151485331485938,0.0336279906574301,0.0321586849167502,0.0189312583727714,0.0132427474905474,0.0275258607774706,0.0286529761537698,0.0297427928523585,0.0193912864656303,0.0176300915576781,0.0214875239643199,0.0055463532773074,0.0529883415879397,0.00938000105869809,0.0170331179589794,0.0551415622446536,0.0470444240433362,0.0319659496899701,0.0216438881708022,0.0487223909366248,0.0274299503958599,0.00865697057344814,0.0124330839503841,0.0451057002844782,0.0153680823674764,0.0238378668135511,0.0279141114569349,0.0604562727878735,0.0508249505298144,0.0137626296049872,0.00605690999338633
2011,0.0158685679991158,0.000818271592689159,0.011651221865073,0.0458314127480655,0.00752010270577002,0.016371147838902,0.0643262081478605,0.0102953925759157,0.0198344384061052,0.0218999671575194,0.0303967789872381,0.0449847810995895,0.0234574483487461,0.0112075560815533,0.024019946800317,0.0297370965171924,0.0227110652661999,0.0235870326229664,0.0100591239466204,0.0157530032279977,0.0122040516814014,0.0511278818391492,0.00912113383405361,0.0140994392799626,0.0550644333362007,0.0259983857021769,0.0288219572126006,0.0202633585541123,0.0582542255377772,0.0242492868193692,0.00642188543696909,0.0131914969181009,0.0340104461886463,0.015249715625669,0.0145581782217807,0.0426365307659139,0.0662156115305756,0.0384695917903562,0.0128163159419436,0.00689550984780417
2012,0.0125244122239276,0.000740947580035097,0.0175079482048215,0.0450873757788986,0.00871685006794432,0.0268552615537473,0.04038370634075,0.0077200990058545,0.0104050950388299,0.0179835720845405,0.0250380639525339,0.0470257449851108,0.0119731868365931,0.00934326502188611,0.035731001030331,0.0236448690356787,0.0161808774015072,0.0205936532059334,0.0139099626437155,0.0189846057441023,0.0246950575931429,0.0514231108448574,0.0144548841968816,0.0169950559185337,0.0398813841914258,0.028959842684992,0.0325952586825645,0.026529407055988,0.0538192425514371,0.0161735766399431,0.0111233613601851,0.0134184260241561,0.038872939227317,0.0155577925292445,0.0113527470238197,0.0565715731494004,0.082004541301217,0.037811608999899,0.0102858855443939,0.0071238067438597
2013,0.0119131303665399,0.000943520015522843,0.0187455588631542,0.0412362301804251,0.0129149089233526,0.042613877706345,0.0219730358457375,0.00995998391394503,0.0117075698523626,0.0373516799384058,0.0331726533645442,0.0265525848543762,0.0248019082596829,0.0153374156125703,0.02540628293671,0.0165925233313466,0.0267176641094107,0.0238832495775976,0.00838557117613234,0.015220843604937,0.0231533967212158,0.0508188718422009,0.00985478941338756,0.0247478036809898,0.0378091477945922,0.0190522932096544,0.0462417906526395,0.0340326678719062,0.062143827974743,0.0169521519478946,0.00956411953997868,0.0146596204839003,0.0399996423638255,0.0169184727554568,0.0171247475439848,0.033327146007856,0.0729659240272368,0.0276323492568658,0.0118792705828418,0.00569177389573101
2014,0.0188193850727433,0.000797253387526027,0.0190893944866798,0.0342695818228823,0.0123625810367632,0.0471926554176642,0.0236280988419428,0.00758796065388125,0.0137081154293135,0.0311944508808571,0.0242604281810162,0.0243167149666895,0.0140544049090545,0.0148397418175339,0.0172464488888586,0.0186752156367457,0.0183473960968969,0.0287661886471551,0.0090169891539169,0.0116952129484006,0.0230851456153829,0.0593882502423961,0.0129304540940726,0.0190108766130767,0.0369201463477766,0.0187419020190717,0.0482346108080529,0.0272217123896077,0.0556608775250193,0.0146448462642602,0.0101986521034377,0.0169585067993758,0.0347066720324771,0.014978727460327,0.0203619795887406,0.0539205235016724,0.0815529390463095,0.0368567097142295,0.0135489874597552,0.0112092620984374
2015,0.0238952637500142,0.000927132446968785,0.0172425482190198,0.0279520142136753,0.015092469743343,0.0366621180161395,0.017024853004773,0.00503925515131685,0.0129562144496163,0.0369059614159698,0.0233487874439751,0.0260389733443737,0.0122642210851739,0.0134611747299701,0.0118096490580119,0.0151235332012906,0.0179129549521833,0.043791467506485,0.00899892792920378,0.0215432476264914,0.0784397114139566,0.0561996461949627,0.010905757137083,0.0193307126256173,0.0258335404662363,0.0125927174583128,0.0518957744364505,0.0204040736312972,0.0389098375510522,0.0143645523431279,0.0134533803583337,0.0136538248843708,0.0350630504228758,0.0211056014069556,0.015973552661734,0.0513000318829799,0.0516706252381002,0.0372505487630748,0.016101655622275,0.0275606382132089
2016,0.0259008231218963,0.000881245762961833,0.0262033465212328,0.0409409422283114,0.014403934126661,0.0220447698630062,0.0148278185298631,0.011359387289603,0.0166263993910092,0.0192531366602242,0.028862620637347,0.0232735823022073,0.0125203472419368,0.0136199978142726,0.0191149727631055,0.0167175401385261,0.0161369058090131,0.0248459879436,0.0141480908405235,0.0115539605198297,0.0978179816420546,0.0610103746281603,0.00938598226432052,0.0245967136792402,0.0316028311906724,0.0172842273049127,0.057782129260409,0.0248683235619792,0.0418281132114241,0.00762670521412957,0.0129205352651047,0.0119119309000185,0.0439227405090006,0.0213902569205481,0.0158014608957698,0.0311979537084219,0.0414802133919916,0.0354833897392146,0.0127405584153732,0.0261117687921236
2017,0.0353363770935863,0.00084163299025954,0.0267130023736589,0.0521456419878811,0.0192181497779416,0.0248286662643414,0.018089767981477,0.00952345044279632,0.0168371489921134,0.0232043572872902,0.0305746437744919,0.0306665317391328,0.0123621598453485,0.0180797314878709,0.0280869176699491,0.0201442171091883,0.018471153380426,0.0222725377457643,0.0111505818149363,0.0081631780296387,0.0323171804260797,0.058442598402275,0.0139067532129133,0.0287229476922222,0.0257040684373232,0.015997410379799,0.0716696300935055,0.0256622105583582,0.0368117639949423,0.011007549925189,0.0146577390538412,0.0136657509975968,0.0431892190959548,0.0254377376887656,0.0258541263109168,0.0258671014949694,0.0503829105061795,0.0350837591755778,0.0136334080416362,0.00527628672386201
