"year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
1990,0.00391034018056495,0.000506192580990018,0.00623007621020857,0.0176641212841915,0.0424845241736493,0.00807850837105517,0.0105621050164096,0.0560140812054899,0.188259029900082,0.0045336455640107,0.0102029032765616,0.0539068020953801,0.00238286488810605,0.0523801339441692,0.0028043707646701,0.00990299394640835,0.0069911014413114,0.0075217391682767,0.00155161353953064,0.0063773893214639,0.0146873944522865,0.0464819166135302,0.0237434526073523,0.013293706541472,0.013496886125377,0.0182625572940123,0.0146528745983085,0.0144304586685867,0.0142340889663992,0.0954433287825742,0.00531687176908202,0.0147096990156824,0.000732943859144469,0.0134179321407412,0.0153147074061544,0.00424298352443901,0.0142060846094314,0.00575775045542198,0.0131288094662992,0.01945638366185,0.00739615567478354,0.00879247634852124,0.00364677089094726,0.023721377456853,0.019764879601991,0.0240906015745301,0.000864380249122012,0.0093346297707864,0.0138023700477849,0.0213109909540056
1991,0.00766212593721606,0.00063638538358133,0.0256071166236369,0.0120527487092185,0.0128229765010097,0.0203441271499452,0.00748060137935014,0.0332489253776448,0.117117412075578,0.00489728679681573,0.0274058249302073,0.0428969430896704,0.00463781850881755,0.0366403509652895,0.00216511048794052,0.00422183413566723,0.0103250197420475,0.00444267832872905,0.00331840943523087,0.0103578256515474,0.0290103799525014,0.0689927531337289,0.00557025436507429,0.0132055978986821,0.0316457916222162,0.0303978069269066,0.0166235912761953,0.0124780058160909,0.039450401225217,0.00795467829884596,0.00986518059669198,0.0102669682531812,0.00147476957024766,0.00967872271755013,0.0486671086961548,0.00598659884499817,0.0360974898740986,0.0322452682190898,0.0124199577209711,0.0219958597239601,0.00796844273087042,0.0151702033042406,0.00710819149809991,0.0343747608094678,0.012388092682469,0.0385869787480086,0.00201892413463756,0.0228011076056474,0.0073565993673376,0.0199179931776751
1992,0.00723516688618446,0.000791189524804354,0.0272178733438353,0.00757553310953739,0.0234975603736543,0.00857917353073314,0.00280704171883553,0.0433508521591157,0.0257547540362993,0.00335813550489886,0.00557054784300046,0.0338168293358462,0.00348049064574106,0.0605335884884146,0.00109886483227698,0.012367838613466,0.00411255039042352,0.00292630152795985,0.00701969705092233,0.0165698283990113,0.0365371130749987,0.0639766055766166,0.0107467831167727,0.0411548399556216,0.0610671985534972,0.0112949176926668,0.0133247819702823,0.0261003188286288,0.0236836519019191,0.010733921587902,0.00896486065596738,0.00822856872269613,0.000801447510072659,0.00809240210022795,0.0304625019907335,0.00850146488311513,0.0496722059522453,0.0221905426288311,0.0167739685666107,0.0288039854634512,0.00646241293849274,0.0236174167298756,0.0101447225636855,0.031505107709818,0.0368794035614269,0.0568392853091222,0.0026590487930696,0.0114139024431571,0.0199608640556433,0.0217419378478917
1993,0.00295038330441264,0.0004227046747946,0.0194030199180447,0.0110379356269513,0.054944580762649,0.0481051730777286,0.00404346598921161,0.0450965225978006,0.0418209615967008,0.00365930805954677,0.00921754135739366,0.0188425784355347,0.00339711056510915,0.0321629008187171,0.0074894192749764,0.00823838101792691,0.007890034207856,0.0032386568588712,0.00209472464958041,0.0125427574584181,0.020324940250062,0.0557812962767701,0.0044591821535687,0.0386713826649506,0.0253967046907304,0.107060089755411,0.0179919454727153,0.0274799932127402,0.0290409659596208,0.0340311213008754,0.011255992267628,0.00164419640219077,0.000703183208937649,0.013579389808365,0.0327504957123475,0.00404134528576543,0.023689394445507,0.0061662830330795,0.00891024578066472,0.03008812270709,0.00521010988350938,0.00547529479637694,0.00779477949454777,0.0612355941890122,0.048840545358116,0.0132961774800931,0.00231750884714032,0.00879377127378952,0.0106228797738139,0.00674890826235608
1994,0.0126059138166446,0.000531686146543488,0.0160340978398469,0.0156334707192552,0.0392049870022638,0.00878588105987957,0.00212902972809634,0.0123011069951678,0.0681239410781232,0.00185363897779637,0.0126325554988449,0.0132170428037314,0.0103939200407725,0.013994431633304,0.00703700026310833,0.025864063679791,0.00544820291681127,0.00244371061176052,0.0139122684366109,0.00306024000113173,0.0159586221741866,0.0730350191117766,0.00540604415008152,0.0267862539978597,0.024511045778697,0.0178145052123858,0.0180104803831469,0.0336307425442657,0.0387513092705044,0.138911444061623,0.00166083335737736,0.00244085141854726,0.00118865751257159,0.0102697139860039,0.0117459915318072,0.00723460518698705,0.0285896782777936,0.0246585671376367,0.00695556039329113,0.0295736006669041,0.00333889598934485,0.0247015537657615,0.00389580006949382,0.0416825871848919,0.0186846760595887,0.0297541971695103,0.00141500164666974,0.00509906039779645,0.0384818513805639,0.0306056609334481
1995,0.0081131293746702,0.000522203015009338,0.0236688268885271,0.0222191785099957,0.061725693552389,0.0903897148585866,0.00851255433483285,0.0068456368476784,0.031871015156371,0.00384717760156103,0.00539812219837646,0.0357098367716889,0.00391981023027537,0.0185580214538605,0.00263700251377797,0.0360727233971327,0.00930189298590315,0.00659834867185238,0.00162413753547236,0.0116568820799622,0.0247565268615896,0.101313766946365,0.0141039438081271,0.00947516377946197,0.0136019680642923,0.0147554012546838,0.0160626464382543,0.0401120470549182,0.0476298061695763,0.0196720265196575,0.00730135101244842,0.00271985699516608,0.00721250645051741,0.00720117584627028,0.011780603296343,0.0223298648494206,0.0554664559124878,0.00601281336433314,0.00859938316575827,0.0246251067933658,0.00517530144003785,0.0437440070311126,0.017779114417432,0.0119172466408742,0.0255987961505183,0.0189601837692778,0.00129312167601307,0.00645405356515366,0.0144413263777505,0.0107125263708703
1996,0.00539013468828927,0.000394656859877528,0.0526796638635577,0.0128424015812648,0.0244296085991464,0.185296350461479,0.0075705903572306,0.0143460717761313,0.0205519922165039,0.00440812331104454,0.00695478387312262,0.0250293791918371,0.011565392786108,0.0234210940013701,0.00162261839786821,0.00820855103604238,0.00665745368985353,0.00799179353471054,0.00642895128684549,0.0110579673073808,0.0283225175632805,0.102767234401206,0.00641880338335316,0.0117908822568658,0.0313688763394965,0.00627955766271976,0.0109789636523799,0.0276711152596743,0.0654538642793304,0.00638873790272149,0.00659950766834567,0.00322282833164354,0.00304286526221342,0.00436531338382125,0.0217690833866942,0.0172711272931485,0.0238970936494623,0.00545754054874828,0.00870375793540028,0.0327456979594092,0.00599601789369598,0.045197470914563,0.00690950442961996,0.011778694000343,0.0135916932923988,0.0114517198119047,0.00197268091892101,0.00502052178356347,0.0125393378678142,0.024179412147598
1997,0.00717098203254572,0.000552373068882335,0.0997295112411259,0.00748866109409084,0.0420127212798554,0.0126995013135987,0.00378633793336866,0.00610501811417908,0.0308404522354832,0.00521227071253886,0.00649848497969342,0.0532211553344342,0.0147947789404737,0.0159805208765363,0.00151838339513259,0.0141111002486256,0.00505180134285368,0.00372023554153597,0.023662660792147,0.0111074777073942,0.0162954660743456,0.107327871336603,0.00835231807828843,0.0170775310712703,0.0175302513650364,0.0402151907310032,0.0088777453312003,0.0229932534275151,0.0290539798603331,0.0344881036315613,0.0110293032872448,0.00682634647236659,0.00336760134718968,0.0109882717125092,0.0298721735464403,0.0124114970259365,0.0223781062292473,0.0406652069262115,0.00932611881154704,0.0254548003211371,0.00386892778779352,0.0277945016184901,0.0129501703995281,0.0139159487955379,0.0244940537998446,0.0251663991316714,0.00502691450397779,0.00611709995543327,0.00889395611814085,0.0319764631181001
1998,0.00504082336540795,0.000517687581947879,0.0536698531876222,0.0197809004479702,0.015062616475898,0.0656982700672767,0.00351422266240164,0.0145032659045283,0.0389529982583885,0.0037009048117763,0.0175157196986122,0.0124753687431675,0.0036942930882112,0.0344804468050576,0.00688364298351182,0.00829246197099766,0.018156523594469,0.00762548828212479,0.00483986385999572,0.0622810333661384,0.0166315003990931,0.069719775864254,0.00831543838569913,0.0145290202539078,0.0168775643482413,0.0371380541922374,0.00789228100143135,0.0430401578137106,0.0335618167965657,0.0633896605313462,0.00276074253184163,0.024735242841375,0.00108818136210898,0.0252429080863517,0.0179746399527743,0.00766313052603365,0.0171416838712245,0.00322479670708776,0.0110278068065237,0.0117077001313483,0.0125055857867064,0.0132265390343241,0.00337807243365757,0.0236249763143485,0.0356880255858391,0.0355034214519196,0.00268732353768339,0.017382103866363,0.0137995413356221,0.0118559230948766
1999,0.00323848351173531,0.000473080045621236,0.060788098691433,0.0185614043093902,0.0142252558187856,0.0325218653439759,0.00297850093851484,0.0203093136822422,0.0403271558485913,0.00271837975760131,0.0114554063733084,0.0189343065023461,0.00631769559360264,0.0300215919128814,0.00296763281195855,0.0177322999496102,0.00771021063420692,0.00834187515036064,0.00671199845508534,0.00828345422321381,0.0192413286357106,0.0657934800221535,0.0225940488525473,0.0204970980199255,0.0103617591448824,0.0131365462360317,0.00849106261901177,0.0313447044414824,0.0289132550144209,0.217614590607733,0.00292662081159366,0.00629489155778687,0.00264715637332915,0.0165166807719873,0.0140476185132894,0.00580528734660228,0.0177558226493777,0.00781909311589204,0.0100926163649839,0.0131606012446651,0.00987612569890639,0.00654278531568355,0.00878199605461462,0.0171702075124552,0.0298548691737188,0.0134270758020082,0.00632745053083156,0.00863475878512508,0.0112557588199461,0.038456700408839
2000,0.00348233860667927,0.00039046844154457,0.0571745163967813,0.0138887852284808,0.0137407361516474,0.0394100650225394,0.0065023257027991,0.0575820539254018,0.0263239862413758,0.00366628052806244,0.0061371318362501,0.0593989617712578,0.00381077139763709,0.0466466892255147,0.00135295736959318,0.02030211288441,0.00526280411426331,0.0112323286218522,0.0057979596450322,0.0114307671525649,0.0142498457289598,0.0588716785511903,0.0202708742690119,0.0173005472158554,0.015865739424882,0.0300225756169237,0.0081910363563113,0.0282160679106425,0.0378084655448084,0.0616765980156351,0.00227768891745846,0.00429397182504744,0.00286816914379271,0.0219306636278087,0.00858821266433025,0.00922794541615437,0.0331396970700592,0.0062201414100906,0.0109379344482562,0.00842992047680446,0.0156464720360322,0.0235044376537844,0.011628702961036,0.0145863016714754,0.0697127530899659,0.00992606820672065,0.0126896481488287,0.00707326796542288,0.0171488963843826,0.0241616379846412
2001,0.00259944150628825,0.000354846443149563,0.0944207627473977,0.00629018753819369,0.0133746284554084,0.00714526514987624,0.00436563215370621,0.057237845899039,0.0177224920873794,0.00448755023742117,0.00936263314851711,0.0308230124392964,0.0182366996781663,0.0405656907107025,0.0109256282578217,0.0107361035636872,0.0118700690564952,0.00354288563178045,0.00891281187987765,0.00806264194568192,0.0273607128250677,0.0597324177249665,0.0236719813668585,0.0355170240668538,0.0048927558805742,0.017035073290349,0.00726305929110167,0.118054351664154,0.0341307041684405,0.0490831903885888,0.00840515865136881,0.00582130397107883,0.00336804370273261,0.0186688372468395,0.0125547127542836,0.0172644774035279,0.00461790134099703,0.00598724564699435,0.0138251193189995,0.0161415969373702,0.0102176731029851,0.00893270289148777,0.00392414013523096,0.00691565053076376,0.0408916313112568,0.0198155433788037,0.0306420478722439,0.0101020836300802,0.013149683754072,0.0109763472220428
2002,0.00465542822025936,0.000366194131079087,0.050615140777451,0.0207871337115637,0.0142523481775052,0.0103974366608824,0.00525600080318271,0.122904299523641,0.0187023162403653,0.0022303677960549,0.0127400224382726,0.016939429572605,0.00169334786957182,0.0199265820658433,0.000910353071835191,0.14299721670217,0.00589440080330464,0.00386574975316812,0.014039681763939,0.00947528289369876,0.0272948594728344,0.0682629455621423,0.0192839394196163,0.0150618502357785,0.00705488345902571,0.0283777029643418,0.00958686861205415,0.0118292571878375,0.031208982111694,0.0732701816621004,0.00171437423583649,0.00293410394687741,0.00106544300687983,0.00937247084464382,0.00654956501972829,0.0155807070515053,0.0104629964430182,0.0257870758565736,0.0102638665698742,0.00956790251806509,0.0128451698895109,0.015562294061663,0.00517154001945313,0.0147259764822606,0.0165368935442883,0.0140140879969591,0.00201451842299833,0.00304700493723005,0.0207115226367053,0.0321922828521108
2003,0.00243236053145586,0.000358238002071929,0.0290893862416187,0.0107657225210158,0.0258853629822876,0.0072798869969253,0.00463652675289502,0.073593325967799,0.0293971696314993,0.00467528266619515,0.0142340214246484,0.0366197690653945,0.00429668154524032,0.0604500568416096,0.00335411939354382,0.176979446846789,0.00971386220289187,0.00229073186314478,0.00468718704028482,0.00500668617442364,0.0174120997251766,0.0611060568546011,0.00255974471911903,0.0276310400997108,0.00914786522957927,0.00427059208669762,0.00944397447764331,0.0418709087767281,0.0255264823720654,0.067298475728969,0.0054001940719046,0.00324138931249861,0.00279840045209701,0.00988486692712153,0.00531158410145772,0.00496532632081578,0.00688278703300683,0.00334035887696252,0.0196706603363413,0.016256402716974,0.0117962921900359,0.026416787042752,0.00621059356399515,0.0045003910895601,0.0286388051113451,0.0202166848480818,0.00456013644084503,0.0133492371057066,0.0181338284192808,0.0164122092771934
2004,0.00967757463138882,0.000404840919018149,0.035891012824022,0.00755795243316902,0.0133640164866589,0.0250003227258031,0.00975138070869759,0.0116430453851775,0.0635202390877301,0.00475243757152991,0.0233290365804761,0.0423602856857849,0.00745331338857478,0.00997510284163607,0.00698073694686081,0.0542286954797729,0.00707808874129146,0.00623617529010081,0.00961759619232055,0.0141975792210296,0.0129846525421034,0.0925827014448946,0.00542256889319724,0.0417884553846576,0.0264691642596495,0.0204032297127096,0.0116257220517131,0.028219858307264,0.0315089485759687,0.116231330023612,0.00318444098505381,0.00235905205691974,0.00301846195041292,0.0104246605540722,0.00481008861945416,0.00504107508833055,0.0251551177101063,0.0155688618809043,0.00797011401103477,0.0286085537927571,0.0109684412209414,0.0330689905276454,0.0125774535411352,0.0105903578641558,0.0229734502334699,0.0125166623671986,0.0048773423922627,0.00688763307517953,0.0187983683278396,0.0103448094643136
2005,0.00494094558279987,0.00042001702273631,0.0569397075585548,0.025162229474067,0.0304155434300188,0.0148289302475625,0.00528606975751084,0.00715135834651121,0.0171479975252711,0.00652580881010145,0.0254947615443573,0.0218678764742194,0.0039779179415326,0.0295038776077971,0.0023014741178365,0.0218321167608903,0.0119822400008386,0.00778843802884644,0.00343310860312253,0.0295168525104506,0.0156594792379656,0.0594139882571301,0.0247547738724677,0.029382001511389,0.0093588076432391,0.0388471277749762,0.0120139259804646,0.0243264355784103,0.04190518701572,0.110944347866116,0.00880484065153689,0.0171343701289704,0.00136406034339819,0.00931626806108752,0.00453988667150992,0.00897322745956174,0.0166613613386638,0.0138639967369605,0.0101136282176871,0.017638241328141,0.0125184184249118,0.0280243416328228,0.00856490444218329,0.0200026477348251,0.0368958410792119,0.0201240426162409,0.00274184995880582,0.00413610317896631,0.0296226338282224,0.0358359900833888
2006,0.00410271975098802,0.000499499788799838,0.0544235222447685,0.00782267521081158,0.0262688931876984,0.0590408442633084,0.00642120865645363,0.0331523285551559,0.0211253013640704,0.00318121381378215,0.0185636430977883,0.0595619602830895,0.00553679516672781,0.0204661325310948,0.0049811558489328,0.0125202445084572,0.0189758055409682,0.0109832918030895,0.0168427517960662,0.0111147614881035,0.0176843051233247,0.0894778003641185,0.00776666849947442,0.0636747268339114,0.0148075538560246,0.0175435300459094,0.0207449797364737,0.0232091319307467,0.0349905432207643,0.0431870726378763,0.00837355586498935,0.0118998249193157,0.00469692523752656,0.0182700420698801,0.00282326918939509,0.00600873123378731,0.0189948763284595,0.00809523652587911,0.00753428354725892,0.0196543920558812,0.0110115796809086,0.0319172097072658,0.00850144932835225,0.00604681862555947,0.0327971668349071,0.0122393208839358,0.00311296573073811,0.0189627775621274,0.0249921228784284,0.0153963906466254
2007,0.0025383032985385,0.000371471135296352,0.0610236428853218,0.00776194388232708,0.00923258113807961,0.0498524466296614,0.005009095274092,0.0207243855983198,0.0178839312386149,0.00196416989613766,0.00979416037514653,0.0468087490737537,0.00387362762592047,0.0285966863666976,0.00256290250831465,0.0203623224292827,0.014028306426862,0.00678951212195355,0.00730820705333144,0.0825848124742277,0.0151481112502084,0.075715267615755,0.013415077809959,0.0430213589589498,0.00839529010044883,0.0273817280117161,0.0159851683056565,0.0312875545575565,0.0296441688090128,0.0491634846831538,0.00367334690862878,0.0111485512329951,0.00340244203256461,0.0128091333927253,0.00793127653650742,0.00551665949246663,0.0204584164671931,0.0291733717537663,0.0100420151578907,0.0119477772992094,0.00947002449895393,0.0424808698256219,0.00604346731189042,0.00747574862202042,0.048907074322957,0.0159515624164786,0.00650540804903267,0.00571773503818828,0.0202555378941538,0.0128611142124597
2008,0.00278100925175609,0.000443614749779435,0.201344545558247,0.00477040478440348,0.0163814733995809,0.0122306264991438,0.00194541280444882,0.0776718054619446,0.00652876454897521,0.00197218222043075,0.00319453963869759,0.0374822367425969,0.00327810056518463,0.0199566272322936,0.00111608433943021,0.0102004244000497,0.00781209502895188,0.00328532734493602,0.00675653546051459,0.00919157113418708,0.0220080211109925,0.0713047040124139,0.0153732155351745,0.0532707310960633,0.017970020147578,0.0134141910081557,0.0120967108563239,0.0214256692688768,0.0252911541323284,0.0207141889941161,0.00688298537064732,0.00929162318028716,0.00161340827321946,0.0101288037851342,0.014619677018527,0.00571011671208898,0.0148536702967276,0.00423276558715776,0.00807323776908863,0.0158152041905999,0.021933600111367,0.0483188465822046,0.0076748867236332,0.00337278683173879,0.0375133106147981,0.0484383347083141,0.00559732584768323,0.00331117126009944,0.0194532407244749,0.0119530170846329
2009,0.00335604841821803,0.000453504410526225,0.340825487601941,0.00512575037067875,0.00698869116913082,0.00762036470717366,0.00234440597864501,0.0530023615346994,0.00825974646997845,0.00133736817859407,0.00503899500576122,0.00824752020914762,0.00392638792266018,0.0121911258786887,0.00178907759632701,0.0180730188834535,0.0128317955625267,0.00329323055461921,0.00576916609176536,0.0190800173928116,0.0153271189560646,0.0617900167348256,0.00345788251949879,0.0380225272854101,0.0089621829026166,0.00278723547338524,0.012626697727254,0.0105659652902614,0.0171215498497308,0.0476487277839255,0.00232824542381049,0.0146752987386731,0.0036763891214948,0.0116208134011012,0.0326740179618429,0.00496131742563363,0.00809081146619234,0.00347978976060945,0.00722483105522293,0.00829799290032416,0.00739117492106205,0.0170221140365271,0.0057138341122531,0.00527690546599747,0.033041654011859,0.0561471304431799,0.00229328198036393,0.00557924408112865,0.025180252637338,0.00746093259506648
