"year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65"
1990,0.00704140766953718,0.000494916335456029,0.01010058533492,0.0422967394061404,0.00703579803123092,0.0134156589796242,0.0103965430272905,0.00797833610959256,0.0166471644694528,0.0107521496613751,0.0225935702932529,0.0527086044349519,0.0117439060330273,0.00429154844739506,0.00420214019277064,0.00893115548955198,0.0151318149705445,0.019612266212688,0.009487965807287,0.00742850379928498,0.00527491917594724,0.00671593302278119,0.0196876290800052,0.0133804879189092,0.0326260472220303,0.0124136983614535,0.0279771944161418,0.00820275203870005,0.0453306103196004,0.0323857562925922,0.0189393222624953,0.010039913492933,0.0154503373026695,0.00878463369825757,0.0197321059461684,0.015993672083847,0.0182577997182876,0.0217045114009915,0.0275090902352907,0.0126829698723265,0.0166056228000021,0.00979568157701356,0.0155481262707638,0.00365059994729831,0.021754975893243,0.0109729036991821,0.0130125911609845,0.0148081498147425,0.00375000722989064,0.0129122503107553,0.00994463271770387,0.00412933984877505,0.0582052439893352,0.00154412414672128,0.00197205249854996,0.000336228128216344,0.0338538154683952,0.00310355662096488,0.011337934078233,0.0203637910466471,0.0184908182507705,0.00397465433038502,0.0163422668319153,0.034936358447719,0.00327411632499038
1991,0.00862398205434378,0.000423730833321899,0.0234247106219051,0.0445412541120964,0.00843141776237223,0.0136220179111375,0.00346734213944553,0.0130230969580966,0.0151293675233279,0.0169284155125564,0.029011660679916,0.0472974013720142,0.011733429450199,0.00442813376203915,0.00853474920030889,0.00546578553594105,0.0168542307949519,0.0129565512717318,0.00665510012165084,0.0118866799626028,0.00263106789277584,0.0101474503480919,0.0199703179114468,0.00470523534491094,0.0347794528704457,0.0138358561908156,0.00412019927663847,0.0063252725414221,0.0488588122114391,0.0508451506792465,0.00822304046281125,0.00417915508527113,0.0201334610214318,0.00626704241837733,0.0163277609689301,0.0210199511419649,0.023761060476845,0.0159296274542688,0.0494153308450317,0.0144306910964142,0.0171081414463552,0.0102192591114143,0.00631405484686328,0.00966570026558808,0.0228112867715567,0.0157924699461274,0.0113050991951605,0.0154561001073077,0.00805877489360995,0.0166173383117894,0.0132625143367537,0.00453963340270027,0.0537909817144219,0.00391954452558938,0.00344883229305032,0.00122457214276381,0.0212365178722942,0.00236102000463286,0.0104435745321626,0.0127824927432732,0.0179470119332718,0.00500673013752356,0.00783867168116069,0.0278860241323443,0.00261865983374647
1992,0.00936201435928784,0.00061699225985243,0.0151752467423232,0.0346183676353694,0.00514921779293965,0.0198939408556982,0.0147944682290296,0.00206319259684436,0.0119004620914804,0.00654565138303352,0.0152049590453338,0.0203350064931089,0.0149371357833987,0.00326822297926155,0.00647485637470598,0.00537089877061122,0.012677990403555,0.0111653405707496,0.0161711556070968,0.0166207968119459,0.00793204203855118,0.0108336034979214,0.0211020379276032,0.00726364393046189,0.0281044565659475,0.0158093397837551,0.0100330104132121,0.0183566929569636,0.0792150981858884,0.0269226327336875,0.0180173717488342,0.0111531318014824,0.0251122661956157,0.00769487266504573,0.0192196877418875,0.0134524778875628,0.0373169683543686,0.0393799906034052,0.0250426637874452,0.0269303872262601,0.0132609450144895,0.0211628123494252,0.00971121544642299,0.00816577527506358,0.0149763465703062,0.0150898807452478,0.0114434157902679,0.0159069145210316,0.00814076868875101,0.0141151396657282,0.0102531175665469,0.00877948686420016,0.0289758506496209,0.00219473343883392,0.00394964406428091,0.00033044009799864,0.0223749945823449,0.00114438507595582,0.00716710692197618,0.0114680224101206,0.0179066146097017,0.00753111878433433,0.0107794552890257,0.040356891192293,0.00357663155450685
1993,0.00486671104261868,0.000398433439680913,0.0117708457173933,0.0375884443187478,0.00721896942340899,0.0257300996072437,0.00481076980552764,0.00240925296430427,0.00915651863228015,0.0115657357632287,0.0235611734238233,0.0504943260642095,0.0230331861928971,0.00876873373913836,0.00397955480120724,0.00634763361052809,0.0308659285036877,0.0156556262448333,0.0244653945847908,0.0116377740146863,0.00333900117510702,0.0108571429072866,0.0226924200890195,0.0120506982756155,0.0389764212288607,0.0147573222541435,0.00395947213916422,0.0193905145102188,0.0485001426429512,0.035544487157626,0.0107413003984206,0.00552581503526644,0.0181407070854199,0.006440996788694,0.0228157755446999,0.0100340117915629,0.020972270466964,0.0196917598420421,0.0238706638913893,0.0269599171502369,0.0117480562414989,0.0175735946030164,0.00568394006453872,0.0235731763596422,0.0253218462681448,0.0143359524033495,0.0144602045481626,0.016561196510024,0.00981595480126212,0.0116162296189647,0.0111321103113015,0.00672498232103062,0.0282039744200086,0.00244111813333738,0.0046383874861867,0.000273369405296793,0.027614915718241,0.00223559039538884,0.00414878756936867,0.0102688901246593,0.00834013339229915,0.00216492479513495,0.0152599252794421,0.0336089559700476,0.00266783099072801
1994,0.00602785156846481,0.000408438138838624,0.0245276178937662,0.0219063747634176,0.00832246015284062,0.0249442145131283,0.0117957373787986,0.00581047720659746,0.0109550243043652,0.0119782921869556,0.0348492649735779,0.0156109708608787,0.0151436069628561,0.00392448999586033,0.00822365766347252,0.0125042753769925,0.0259650834054452,0.0158602734833749,0.00382554912360867,0.0144130375710525,0.000944706211550296,0.0110014262248332,0.0114553695847826,0.00630415682507385,0.0682983600865396,0.0079964172938094,0.00699047017619926,0.0181154512255002,0.0505249131663098,0.0498853785918916,0.0135949560385692,0.00376708008252324,0.0160416398799391,0.0094396417477118,0.0217374164289372,0.00612956775050495,0.0236721366538695,0.0213480943957295,0.0276948056202712,0.0194887770665314,0.00814947275093403,0.0189588289565898,0.0135087512942591,0.0114102685933385,0.0194973510814389,0.0159754025585643,0.0152342662701268,0.00992435220934451,0.00965255542904725,0.0207478259215523,0.00982849433116005,0.00690417983853837,0.0322343577684298,0.00471746917731233,0.00255923261764439,0.000596736718228158,0.0169700717854758,0.00279662741659053,0.00895617810705274,0.0170548680132238,0.0132658423690959,0.00335036836442601,0.0322685769311635,0.0309171696297003,0.00309328929139353
1995,0.0180663047504709,0.000549189149095021,0.0137712325575005,0.0326451426722402,0.00813411380048622,0.026864790834603,0.00614132602052801,0.00464598105897313,0.0117902944048402,0.0130217608808064,0.035794189858452,0.030859184366043,0.0118971911602416,0.00652838806641,0.00400192503353366,0.0116771540449246,0.0172942222569387,0.0134591339054425,0.0098188425569525,0.0157289454540346,0.00151523591144745,0.0144936721418715,0.0147763863285728,0.00949771564422994,0.0418142243317455,0.00632096411842741,0.00948250625177459,0.00836653044411186,0.0481841778525727,0.0416140718346593,0.00969209732967323,0.00323840584617025,0.0171908643083053,0.00585091463485766,0.0140713499006244,0.0100797924160251,0.055700952515029,0.0353696682839124,0.0215983470921497,0.019438793820535,0.0127674905067594,0.0234482581081521,0.0106585834132476,0.00909883582545697,0.0158888458006431,0.0150254107523158,0.00744795203901367,0.00642933837887145,0.00606560179156879,0.0227028628313924,0.00919057602769276,0.00514754860902035,0.0376143482544953,0.00201883793432045,0.00498461324126039,0.000365316235858138,0.0424991928610419,0.00178291700104282,0.0101185839837686,0.0145536904406958,0.0153428149085487,0.00137712427709759,0.0113850897292909,0.030355252587447,0.00274493062178601
1996,0.00931606978967008,0.000374606333360749,0.019252308302964,0.0386485014062318,0.00480455366574172,0.0354712487774092,0.0121332899339039,0.00465748528898302,0.0128301374039261,0.0118976150696754,0.0138994848641138,0.0189248531518785,0.00650698434644249,0.00604406662808773,0.00386659903048034,0.0113538940009595,0.018810037786724,0.00761997616451503,0.00411361450744458,0.0217631107886979,0.00558030173701304,0.00935493081747302,0.0189362052703445,0.00559003490237094,0.0385466495122981,0.0128636427238652,0.00930738093484952,0.00840391194729404,0.0653988030161916,0.019866150068102,0.00591942633948518,0.00415927837151322,0.0163729745971315,0.00925093048195059,0.0249736360385883,0.0341990402799543,0.0521979548617721,0.0413669976284291,0.0154015879500256,0.0318737006274236,0.011058352219377,0.0173346372005059,0.00793364220753353,0.00773344283454787,0.016583933034976,0.0263017618054528,0.0127860779668836,0.00802073733601372,0.00788541557395404,0.0166619074373689,0.0115231492501975,0.00791367897168988,0.0318890414283114,0.0050299650921634,0.00315141466750957,0.00026093363716332,0.0288171795606707,0.00180387352235137,0.00481286904926649,0.0116300509433673,0.0115080979505174,0.0037934811168021,0.00955845775994551,0.0415253518142281,0.0026305722719172
1997,0.00912622570474716,0.000467438171646862,0.0128868499618429,0.0339333443821884,0.00472302977181832,0.0367049709271381,0.0082599271333632,0.00294530397845047,0.00827109916437135,0.0082697074489343,0.0289042549294028,0.0264345218594259,0.0139874811835255,0.00369789280627516,0.00291450002402862,0.0101692920679558,0.017802569679318,0.0157220638295789,0.0102983258713812,0.0163614412067257,0.00145003707712248,0.00993982164109442,0.0222597144872811,0.00918218083521849,0.0765932741213607,0.0165296878054125,0.015841159750487,0.0108662310719663,0.0580131509310268,0.0234276245673591,0.011547810995822,0.00291876724626185,0.022418456724229,0.00566078237017457,0.0157259650635199,0.0108454840606654,0.0328654540465956,0.0205682110810661,0.0157080921287314,0.0257035929659444,0.0102895948126752,0.0180810405032801,0.0131859356724711,0.0141535118869351,0.0210598288517686,0.00794426834039544,0.00868482737867964,0.0101339175686848,0.00652646882625292,0.0176797605741404,0.00566929794542161,0.00826901860351093,0.0358019326679287,0.00783930765014522,0.00296962383575719,0.000874027036537555,0.0269028930185586,0.00174136166129999,0.0196277751682228,0.0128973397011665,0.0100814391895724,0.00189159988219061,0.0138764037908275,0.0414328237445267,0.0024402626155927
1998,0.0115114067996163,0.000699850908032827,0.011847139437465,0.0352618897095685,0.00444138535630117,0.0301106219539208,0.0106131089094607,0.00658103982779674,0.0104567505057267,0.00828283733045987,0.0213884563361462,0.0160491864907339,0.0185606046302498,0.00655639052405395,0.00165614496839319,0.0100117176890284,0.0205867795858372,0.0119608574755603,0.00609863736159389,0.0159149536283935,0.000772167476978757,0.0121422006908026,0.0174288521357345,0.00803266672376564,0.0582124219224154,0.00730823649592056,0.00852024032559671,0.0130043414989943,0.0551726989552756,0.0441678969683441,0.0167759371299495,0.00369559751434386,0.0217228042458729,0.00947227115138596,0.0240193330391901,0.0135996283432422,0.0338383120246746,0.0419709636145089,0.0134046126836332,0.0185809078994784,0.0143418823892254,0.0190286453299636,0.00970618986099695,0.00407711726112831,0.0168520954904114,0.0106327577952015,0.0100771420814172,0.0118321006339581,0.00859011261568855,0.0192862469369734,0.00746513639991021,0.00892596865589444,0.0271976963461298,0.0105287292611653,0.00264576758428331,0.000412779052814254,0.0280089023431362,0.00157185255915994,0.010620732193259,0.0168496749691645,0.01590432603638,0.00808536585298867,0.01406204678284,0.0404127133716174,0.00245216792784585
1999,0.0121089429291207,0.000645537067372664,0.021425893715406,0.0360762370223062,0.00489809841568862,0.0266920206458915,0.00998356732988635,0.00466768915478338,0.013387763554441,0.00809188175826868,0.027091648213829,0.0155657186263915,0.0132022150530732,0.0050408960069929,0.00244583104895219,0.00833331750231102,0.0174328446806803,0.0126821553256207,0.0116958535488306,0.019289034282535,0.00905910617827311,0.0128770635465484,0.0161583389171369,0.00821668584918527,0.0491968387992173,0.00589870108295416,0.0168829583757935,0.0110329816343698,0.0553701137187863,0.0266600864804161,0.00622691802099526,0.00434165220862748,0.0231819724138525,0.015420948425445,0.0179477877588247,0.00882213148804475,0.0397517119071263,0.0356232720337087,0.0103992629059869,0.0186164586340062,0.0137609035956638,0.0169898398947571,0.00987083789256383,0.0087488072672039,0.0159681900198522,0.014172347479669,0.0159186978515628,0.0111452520217461,0.00640162949034855,0.0184921896763287,0.0111628864570162,0.00590226511191841,0.0212623705019825,0.020254459239481,0.0032568036117455,0.000318108287858485,0.0287515521860001,0.00160960883929308,0.0120220858008132,0.0151393833919974,0.013534146050612,0.00669145839653109,0.0156945784544844,0.0478167839527008,0.00267267826618992
2000,0.014326600954592,0.000549863769704126,0.0143625613787711,0.0312893721847828,0.008512370459567,0.0227900340072094,0.00589403393075153,0.00271762673307198,0.0115528926593103,0.011661581488096,0.0318920531231535,0.0235485982944241,0.0165984601820052,0.00299669034920783,0.00319511411185824,0.0155957638280458,0.0158473328168233,0.0153608761067887,0.0189494152516901,0.0123759048467973,0.00628623170827829,0.0140264694745333,0.0183745534281775,0.00449589406086505,0.0282142082643697,0.0119459741586965,0.0150945345368243,0.01984518072977,0.0585308843556632,0.0245869395752473,0.0102637235972506,0.00554655138934193,0.0141980667241105,0.0103036170766703,0.0128715781564875,0.0184412688532948,0.0401553092001574,0.0144957060952298,0.0109695635164466,0.0381770923804534,0.00826491240023165,0.0158583150379645,0.0122164429365394,0.0183746456104175,0.0159413383701731,0.0134778665955069,0.0264349082823506,0.0100272207841334,0.00970459200141411,0.0178213787896223,0.00947361261896572,0.00606557653881005,0.0241201025666845,0.0171983294918365,0.00671011671369868,0.000495765398811521,0.0271745553934414,0.00246808890938407,0.00554408105395528,0.0134685110407102,0.0140557190493607,0.0059561474227308,0.0147297726047578,0.0446637352449335,0.00291377138504765
2001,0.0105532972661683,0.000582827616520151,0.00857137168561218,0.0302243743480866,0.00663376811547858,0.0115279200748306,0.0106399609493423,0.00261037880136124,0.0154224052049633,0.0250784010266751,0.028442907426243,0.0182689700744173,0.0150004416290058,0.00495550779528457,0.00306062856829932,0.00793272219322213,0.0221504445073316,0.00766761738167364,0.0121818072913999,0.0124790477717345,0.00472750018346011,0.00840668925635923,0.0140137819101083,0.00677572742351987,0.0404815642897264,0.00972994189973714,0.0208681906688775,0.0171430061678566,0.0580618147705168,0.02496433879399,0.00646761378397982,0.00418565234219309,0.0152063932903106,0.013090408393872,0.0182284885609335,0.00722668701138936,0.0319450822341396,0.0362068823902956,0.0144451680814731,0.0144659123268157,0.00883632673601622,0.0172856911517186,0.014184284599127,0.0120417957648286,0.0187442345530816,0.0196575670593172,0.0524591121854772,0.0190370317631704,0.00538133511829694,0.0194215432788287,0.00599960628671672,0.00534145038215088,0.0341805828140695,0.00772941605500349,0.00291881396429277,0.000784441560831753,0.022287409539523,0.00213863681232426,0.00958965092680033,0.0190398241994204,0.0190239285929912,0.00551558393191307,0.0165998543002711,0.0387709672322401,0.00240526768438456
2002,0.00861423581266877,0.000507876381937982,0.0185555418800951,0.0386797666900482,0.00495381101741957,0.0225920227027652,0.00431109895085546,0.00513752496441512,0.0151358267055891,0.0168810516800123,0.0268511340740854,0.0149084219590521,0.0173203058816331,0.0056842013179927,0.00382828296114945,0.00524179798125652,0.0261487067697877,0.00863018933755855,0.0255422705514435,0.0132960917788033,0.00131216258959179,0.010938514771622,0.0190329712374342,0.0087091096643906,0.0502675262371203,0.0177683011143278,0.0158391571546164,0.0192486551244254,0.0687786600485004,0.0182045436952839,0.00569951812829654,0.00584433766721644,0.0151449036857753,0.00695390548507025,0.0164516416437756,0.0120480292191055,0.0409414331965677,0.0383815785521096,0.0163045275348788,0.0138780557221663,0.0128183028121256,0.0176430994086669,0.00798209944951627,0.00687976061680271,0.0216789827170783,0.0114641489068468,0.0234134423058659,0.0135376454886827,0.007477379632315,0.019663721781139,0.00767532172253767,0.00357366417537259,0.0200324503300146,0.00270620228422234,0.00245890770110917,0.000284243912700734,0.0363720019302102,0.00116435489645231,0.00667915934665218,0.0152666494332961,0.00662972175458955,0.00388091050894617,0.0229291247503488,0.0400556079684024,0.00316540429526195
