"year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70"
1990,0.00137093655974346,0.000401132905794932,0.00381049436343637,0.0163907281647491,0.0152690042521757,0.00735722308453434,0.00883250569922146,0.0499820498334698,0.160817974817951,0.00437733459225308,0.00964989800821531,0.0438280734879981,0.00229406044689028,0.0610122179783463,0.0013021575315668,0.00786726280768936,0.00687819769826895,0.00622647354227539,0.00347078879631154,0.00509528512258793,0.0083438701094408,0.0460343946657716,0.0185892371614138,0.0121226363066454,0.0137386024110511,0.000466953087199893,0.00491243405581694,0.0114498797593522,0.0150913049843353,0.0852611792139413,0.00409964110354688,0.00523237732454939,0.00699869811807257,0.00936245616608686,0.0138530624410476,0.00256997679160837,0.0131961178927053,0.00381236237496408,0.0107331545873473,0.0174147506427592,0.0096617588136417,0.00750541226665742,0.0029159535656825,0.0160878124311442,0.0135745005066188,0.0207330217886025,0.000646360572315817,0.0063954859699869,0.0126274837767887,0.028195742111037,0.0160795246194485,0.00381344142613891,0.00378865707188664,0.00231115737254723,0.00392035701561317,0.000568012508242791,0.0241204172712503,0.00500084164176424,0.0109822416275459,0.00529022069605488,0.00353946523625155,0.00245479444636728,0.00521532805778134,0.0025212215439302,0.0013710706986363,0.00969641907236038,0.00879357044931101,0.0101734127177351,0.0405647730927889,0.00193465274073477
1991,0.00249223476736325,0.000512346104891596,0.0128503037536832,0.033919662563914,0.00746540488463165,0.0188048446719859,0.00678257412009131,0.0291075797431814,0.100823840445115,0.0059000136662213,0.0134344640335365,0.0394757030158602,0.00425364857862292,0.0406944246670764,0.00171238971377921,0.00391052459859237,0.00948563491232837,0.0044135677186422,0.00988667751145365,0.00808379736841737,0.0194029056253276,0.0135468894258209,0.00228505888720967,0.00696848363818607,0.029980287246339,0.00135884398194988,0.00266757142472226,0.0103634713805894,0.028984837816169,0.00541576252233421,0.00812642993666457,0.00450042541892997,0.0148121848679021,0.00735342763990293,0.0410965284254427,0.00485972010195401,0.0328794532084561,0.0296052745433932,0.00936645175216731,0.0236421929576707,0.00687439191976168,0.0100858729039555,0.00579546505104906,0.0340726402775878,0.00998535481914508,0.0205429722628187,0.00127119576862981,0.0216610062633596,0.00614840789639518,0.0225451631848393,0.0130154479522096,0.0219574534685066,0.00513424503485994,0.00338281604131731,0.00964493415151662,0.000359453963326372,0.0428330239589029,0.00481656230417959,0.00665715045421165,0.00302465482721932,0.00500723819491736,0.00348439771048606,0.0052278886570487,0.00455283519001318,0.00266354674022728,0.00762727025756638,0.00944143103031351,0.0233436232243356,0.0337134306799593,0.00390428817082155
1992,0.00226658652936026,0.000646562624365111,0.0193241156784156,0.0379773528017479,0.0150842089565383,0.00760211718868988,0.00216794178897993,0.0363735003183158,0.0194851896750886,0.00389357558547171,0.013482222343307,0.0317961426314072,0.00332276982828864,0.0611736748957169,0.000925989275060212,0.0107200411529222,0.0042726773138005,0.0031780545692518,0.0117894475955038,0.0155948602560284,0.0236393088746544,0.0258881081071459,0.00500787412434711,0.0340914382694696,0.0564380236445585,0.000871698903178007,0.00152914391503565,0.0224122904012089,0.0198236921158342,0.00714619133462194,0.00866374922660008,0.00422538856585512,0.0193873438828978,0.00824455112269943,0.0275761642011203,0.005106435994446,0.0337544148997983,0.0193194001292249,0.0111661858029885,0.0246315316021498,0.00531837896901647,0.0192410535993093,0.00811484414378387,0.0112319917939097,0.0217896334879307,0.0148794433325513,0.00211701947240687,0.00938946831118624,0.0182270112726013,0.0170878038428463,0.0506902560405513,0.00419205631514145,0.000790327144492579,0.00497583038758935,0.00727617675311481,0.00145611347725265,0.0397056997309277,0.0071591528728452,0.0042747866908969,0.00675866072426972,0.0129671650875809,0.00425496048034995,0.00864424803320454,0.00309040433615981,0.00165331966078196,0.00503650755991794,0.0115285004424498,0.00509477878789498,0.0307256302546547,0.00232881086828741
1993,0.000961728685726594,0.000337905006572248,0.0118290606706999,0.029776023970891,0.0162648858870342,0.0442542186612665,0.0026457177489171,0.0392929246475839,0.0355267548486383,0.00394813717647677,0.0181265714417145,0.0167531023957106,0.00373525255080885,0.0462141239812988,0.00554878602022887,0.00765800643920808,0.00840380373547962,0.00279563842169314,0.00525481138089365,0.0080889232634953,0.00934811697205918,0.0525818247202205,0.00269386177125756,0.0357263051004112,0.0219012329160588,0.00130705469438596,0.00412694150181248,0.0208781735108725,0.0247685997264245,0.0284908956964268,0.00971874682386683,0.00149204225630568,0.0105820348992457,0.015994766130476,0.0309845246478327,0.00282925131738238,0.017999888298815,0.00587919552361667,0.00741983505187863,0.0248670727651372,0.00419426638296821,0.0054871996705457,0.00557726946384667,0.0292519400382584,0.0277879869363743,0.00731953367283668,0.0021817164587048,0.00648803658083918,0.00972868389726439,0.00388956245877498,0.0117365727481316,0.00239998445531056,0.00349379075006755,0.0059927178293434,0.0173646304706043,0.00101215845684181,0.0296048572124196,0.0086469394864766,0.00581150058472658,0.00506028530147107,0.00140241606368327,0.000942953788503684,0.0266010598860863,0.00212341824786244,0.00135900207813003,0.00371489919003056,0.00559688434981513,0.097938202851692,0.0271806865106834,0.00310410291888262
1994,0.00347182226719227,0.000400147350091752,0.00960258944451463,0.0532030216686795,0.0114523671644495,0.00824961751769639,0.00169424375023787,0.0104030967132617,0.0566180555121275,0.00238159624963103,0.0101718874973665,0.0121569649972526,0.00980007694605316,0.0242992557303948,0.00498365807214124,0.018936421436535,0.00560757721967361,0.00255949944722287,0.0116195514216397,0.00262360434629715,0.00832070681880173,0.0380147631920693,0.00197469031884528,0.0242709536875901,0.0208041653558449,0.00548853194717204,0.00266729199526164,0.0283949510703952,0.0288171424656679,0.136391170264611,0.00131976137639999,0.00164720719473047,0.0133852082815843,0.00767802387365033,0.00997426292742794,0.00484289059580042,0.0264961859534127,0.0225862036696129,0.00583501699602956,0.0280107530020083,0.00294448636972621,0.0195156525285501,0.00201533495923718,0.0222822850366437,0.0178234019083576,0.0344200131219519,0.00114953800536163,0.00402108184098587,0.0369786697306983,0.0141861095396155,0.0126654302918816,0.00264031134168829,0.00823674730268639,0.00516495629067541,0.00773077212129519,0.000382337500296535,0.0369755719029237,0.00371661852004949,0.00637804513008134,0.00157967503098291,0.000674423315652421,0.00164852460965786,0.00485893876769898,0.00308080670024959,0.00480286159327816,0.00321909710342213,0.0121966710718131,0.00670259722358471,0.0419214447032768,0.00293266069830328
1995,0.00238470649776969,0.000359201275155717,0.0197818697462066,0.0348889027648055,0.0102351036295974,0.0869477570351563,0.00719282128348456,0.0062541559353896,0.0269637603396309,0.00408498815492456,0.00907652157489569,0.0308191005096162,0.00351687421513309,0.0238273337238021,0.00230252598197577,0.029307542773621,0.00884873039745981,0.00390678447841431,0.00407402245039194,0.0102026310292827,0.0168695263821531,0.0624657382339615,0.0132219001298652,0.00453768209585243,0.0175199297991266,0.00354273102506634,0.00673320934068494,0.0324765465248229,0.0358162306968342,0.0139944265009606,0.00616561370544555,0.00156782732701898,0.0199005918480691,0.00690937250726516,0.0117822604081559,0.0178957898343972,0.0490102236607214,0.00589273815765719,0.00607017325508034,0.0212879278709622,0.00564319234908155,0.0310328148786477,0.00604778776152757,0.0061869991319561,0.0144705887494918,0.00627389199949357,0.000999562855446527,0.0043966365033496,0.0140976455690107,0.0177440010947372,0.0139536537018111,0.00317019311875639,0.00170300641240661,0.00479089423742036,0.0163241577809799,0.00036880988428888,0.064386155180112,0.00701765838483749,0.0037919684184477,0.00111164929236689,0.00174090145375361,0.0140274337369621,0.00456492452973366,0.0122100893419034,0.0015595484253328,0.00345147933028003,0.00594019030113764,0.00713878302958442,0.0442436487149406,0.00297596073138769
1996,0.00120006277046309,0.000306055466428565,0.0338445954352631,0.0198218443073322,0.00762222580811225,0.174978720490659,0.00618749154933795,0.0127322665824226,0.0169866862923437,0.00421693659747527,0.00701766271263348,0.0234720086741173,0.00875878977629867,0.020368101875432,0.00131341651220471,0.00631397360324704,0.00684007883008184,0.00370406048428679,0.0157629517673932,0.0109198415452119,0.0177818260238384,0.0297598353436239,0.00621869897616792,0.00775302194893352,0.0315722869143354,0.000808429640526885,0.00165581175377239,0.0235970493947829,0.0536807538923445,0.00405204425828109,0.00441100353538645,0.00107145061414321,0.0310097247614456,0.00332897801935772,0.0208701290456582,0.0169843609519101,0.0303882281730053,0.00567009465180527,0.00671518849819308,0.0251265197386708,0.00577032604116754,0.0234450907071407,0.00637800146388985,0.00872876813802124,0.0127829852733229,0.00495459437933026,0.00170196840559184,0.00383685759115194,0.0108231947829253,0.0273573657770305,0.0104886332455357,0.00834456224055315,0.00216347546891911,0.00244200286400419,0.01136273014489,0.000769850834541807,0.0691268050217067,0.00481756809669861,0.00197827070285706,0.000979258044333156,0.00541142444084486,0.00110646398597495,0.00271866139130463,0.00980739392805214,0.00310769157894539,0.00270237235306095,0.00798218794702382,0.00448245079498705,0.0375279180343152,0.00207791910495182
1997,0.00139892489905486,0.000481920932773409,0.0815417566157153,0.013394109593045,0.0105898076918086,0.012896373533809,0.00259738608461627,0.00430882776326899,0.0247049885399161,0.00427834414200704,0.0113636911618639,0.0472086225172891,0.0137680113863732,0.0229185559028,0.00110569906864149,0.00870113903898265,0.0054351702177048,0.00217835037764595,0.0290255825985518,0.00939536131991188,0.0108999526257732,0.0498636566104866,0.00343713561476811,0.0100210686829981,0.0155392404018512,0.00132329234665097,0.00311575436730824,0.0224249585306224,0.0247928330034264,0.0306993429376909,0.0095129572181557,0.00738625651608335,0.020229639219699,0.00967004197443433,0.0274856841575107,0.0120703644963779,0.0276085897437788,0.0375566696442594,0.00677857733546282,0.0182478678741874,0.00317966015993416,0.0100176974376655,0.00634013076545098,0.00760616164298497,0.0145237166476301,0.0155224759423872,0.00348553816640773,0.0042288827731159,0.00896403438199057,0.0277615453007392,0.0138601004764967,0.00662841446510004,0.00336914758041124,0.00258746044271213,0.00858323067178634,0.000330257257008257,0.0665191300680725,0.00658320656995405,0.00200020266355125,0.00572487801115052,0.00239285779039815,0.0141480889806285,0.00624939119018009,0.0111501605671849,0.00429050656123045,0.00500160793273241,0.00532068046545466,0.0346882435012068,0.0406829990763951,0.00230308582273502
1998,0.00139025752695782,0.000382325399675671,0.0397264956715622,0.0245248231236804,0.00379709996526871,0.0637213708283998,0.00271380221706921,0.0131599662809951,0.0304269956887752,0.00315125311715705,0.0120208877034655,0.0109891939743012,0.00366820566718075,0.0419876792069874,0.00418352140098764,0.00687531901954746,0.0167750611413322,0.00500436651574871,0.0107177169668856,0.0542022958860137,0.0115105170753435,0.0176865848496352,0.00666330392123989,0.00755676452849709,0.0167234898833268,0.00832811807758241,0.00182039432324387,0.0391470009996449,0.025424258099331,0.0498080867665463,0.00207674290501913,0.00270981597052737,0.0184885759091419,0.0227976182247763,0.0148294613240386,0.00509243921607662,0.0159282387043804,0.00214367770655836,0.00868126113714626,0.0123371289268427,0.0104140458149096,0.00703738201989234,0.00282849582616929,0.0120113030198399,0.0198050480220899,0.0212385536285488,0.00168662046526129,0.00737764709114687,0.011298467787811,0.0220068769269832,0.0166647914884428,0.0118011282044245,0.00625666729447865,0.00531153447273866,0.0153275117749948,0.000379633497471443,0.0317214817588089,0.0128380926795801,0.00441663983987354,0.0015678153185854,0.00501678795194406,0.00146281822819528,0.00741067106447849,0.00515274776936731,0.00196307389848124,0.0268436881139385,0.00769105303946605,0.0286341108222079,0.0501640269981935,0.00449916933078656
1999,0.000934121268795872,0.000387168259028904,0.0351086389698978,0.00948876156250358,0.00827780565302436,0.0324146049377755,0.00182008533584981,0.01878246661464,0.0345471858317407,0.00253435441961009,0.0086443335601668,0.0172589976602197,0.00662184118146111,0.0362108245394243,0.00220301843817189,0.0138662851827218,0.00804317350879567,0.00570130447881529,0.0227276188606947,0.00775386481899184,0.0123284070537099,0.0147782699030976,0.0164387850748406,0.0116919154304566,0.011441302604031,0.000825369071662324,0.00330901450202311,0.0276035921366651,0.026763827876251,0.195643165989712,0.00249081847264617,0.0045618228633639,0.0178098686342603,0.0145032703918308,0.0120639129252943,0.00571275260097758,0.0116124132765458,0.00409104772649691,0.00684618504180473,0.0140778255412832,0.00629241906421272,0.00391359977690673,0.0049810820040092,0.0156361783009543,0.0183377514315285,0.00796938097839281,0.00586255693776765,0.00524035535784129,0.0100162630275924,0.0406831959865239,0.00887612105426982,0.00687785371506874,0.00817315290019292,0.0149825440203318,0.00566068919071025,0.000512754264882325,0.0325802253290514,0.0187773959220206,0.00162321857152108,0.00223922598535831,0.00263301519464803,0.0110903023056491,0.00587018762679852,0.00601054613985302,0.00152508896370473,0.00573455479427345,0.00613019995772093,0.0108682813132006,0.0397671163454589,0.00321472134027353
2000,0.000864238373395419,0.00034315092512562,0.0480423924978385,0.00913226591480935,0.00780018894134405,0.0380932800920509,0.00511180867944929,0.051689016625048,0.0216087854119942,0.00293219034912621,0.00682674213913476,0.0551606249847028,0.00414738488715002,0.0434329365221788,0.00114798758436952,0.0191480878172715,0.00527664853820208,0.00735084921048579,0.0102878592450859,0.00895073608061241,0.0099817810563696,0.0158185806676401,0.01545703656072,0.0112357684729483,0.0154376845750568,0.00784526436346078,0.00340547890230775,0.0258783400528264,0.0269032605421745,0.0495128859389891,0.00168886180395884,0.00235155090874295,0.0205734937046468,0.0180837868263865,0.00665270644742967,0.00850438300586862,0.0299439664043688,0.00434602857329265,0.00854343374292054,0.00681512781041006,0.0144057697805335,0.00849230288374945,0.0043511848117241,0.00840487867067804,0.0456752931208763,0.00839980086330555,0.0117887027379654,0.00556428890384798,0.0164958516037356,0.0249878515222701,0.00865322205383575,0.00329593816889271,0.00562123799755907,0.0139987953121718,0.00733686997214671,0.0018886833186662,0.0271893861407661,0.0145200237297177,0.0013339644602823,0.00244309541826666,0.0196800153097067,0.00393562463128274,0.0104597895633955,0.00707461872630773,0.00183018321787292,0.00435517452140145,0.00514357802616939,0.0228764691032143,0.0504399943711678,0.00303081587859669
