"year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45"
2000,0.00413061675154484,0.000418338358764966,0.0596584699649074,0.0265476946510497,0.0144487594121652,0.0393379373351782,0.0072897485467543,0.0647474586447236,0.0247988663233213,0.0038406373941258,0.00706465040959983,0.0605444074583804,0.0053586746720321,0.0451871360969278,0.00185135437107917,0.0261727593058357,0.0054730051120227,0.0106622003506343,0.00360825670039404,0.0120717982371968,0.00813727365436506,0.0633178167360618,0.0201836917577432,0.0191538747303195,0.0176314888428808,0.030873467822127,0.0112815782138577,0.0370206924616459,0.0399988326216798,0.0635216654388771,0.00261788853048217,0.0306980188730498,0.00329182574719281,0.0567676270322339,0.00836858549680044,0.0077558307397436,0.0391881781502838,0.00644626279912424,0.0127092838679259,0.00917237797544268,0.0181580940298211,0.0208710016680292,0.0123209778589722,0.0154684817944996,0.0218324130602022
2001,0.00289771228341512,0.000342121000507023,0.100608663238752,0.0105612853937816,0.0109925708063585,0.00740376255397403,0.00581420012521269,0.0645243322453714,0.0181619482237428,0.00384024109231203,0.0108273350068249,0.029460437557629,0.00780320118856004,0.0396981655192405,0.012133480193741,0.0132959991793229,0.0151438666889699,0.00233793069471475,0.00337398420827333,0.00786373581621116,0.0212739719778854,0.0642359398146962,0.0228722242016821,0.0380744895253643,0.00502253573655894,0.0171694337629653,0.00777353896880156,0.159526704768449,0.0379485609767014,0.0488538124017783,0.00947396476905019,0.0308677811554842,0.00324790962099962,0.0496750701527617,0.0124964796645744,0.0100131327987886,0.00719072746801547,0.0061353937483069,0.0149332933875586,0.020935884949394,0.0115068369387777,0.00820249316609938,0.00813650436536531,0.00705625038638283,0.0102920922766439
2002,0.00547821515482245,0.000377913839995261,0.0579681700417384,0.0427113756759526,0.0127028876663872,0.0107694357706574,0.00722444559705523,0.123311612982,0.0186840390283662,0.00168363681857277,0.0135516787163416,0.0166034076424649,0.00344053406632235,0.0181226934523032,0.00110561628153865,0.14638844541347,0.0069797460294084,0.00323545381326957,0.00720385516185672,0.0106073494557384,0.00937495640304349,0.0780695491106658,0.0196222135736399,0.0160580686340573,0.00762389534804151,0.0282215698176226,0.0111107157139886,0.0117766784258816,0.0340758972248264,0.0765373241882311,0.00195973604324337,0.0256497362300613,0.00107907930841655,0.0237973575134468,0.00641047954037528,0.0203589535992769,0.0111289669962895,0.0260744060952474,0.00976320340412816,0.011363550478911,0.0134949069116999,0.0144358254777552,0.0109035602550187,0.0168918571464535,0.00606699995141649
2003,0.00304000760316087,0.000454891967506536,0.0323998249986636,0.0195483275740804,0.025145324403345,0.00725709751327224,0.00589193296842417,0.0774353277213806,0.030056548365479,0.00370047215881603,0.0153017246128777,0.0369184482985482,0.00512634220976976,0.0666025462606594,0.0040641690956702,0.180171215374452,0.0114297859137076,0.00214492825441061,0.00290757417422122,0.00519116568316315,0.00551169279888432,0.0643748155666207,0.00337155987434831,0.031967187812569,0.0101256267984276,0.00433902997768573,0.0113701790606105,0.0449763369232975,0.0282000207971004,0.0682481551134275,0.00598404381749386,0.0314356469800316,0.00344490323942477,0.0274925486143701,0.00537659045296078,0.0137751271109279,0.00823348924312657,0.00321474570410817,0.0176716948828134,0.0186171787124405,0.0115873998494983,0.0253722878744636,0.00721780392018083,0.00479741916378431,0.00850686055979525
2004,0.0103504133504021,0.000477238293484196,0.0423257049352763,0.0107378844832997,0.0115477848561435,0.0252177380318467,0.00987529859433027,0.015565851508994,0.0597960282947446,0.00722815999868496,0.0249526008588081,0.0412475301958582,0.006053287165439,0.00919505328611536,0.00798390883836968,0.0612722045676229,0.00796762482609497,0.00721212134650221,0.00569748304209952,0.0149131813214003,0.00334602182285795,0.0966239365877614,0.00519621854698032,0.0438799830083106,0.0280210772332197,0.0210263772463362,0.0168622302587244,0.0326887275430928,0.0357618043383603,0.11656209173216,0.00403719748553965,0.02215013041716,0.00278969398169271,0.0172509926326186,0.00484548198485941,0.0137349485085059,0.0260751840394927,0.0153092036039962,0.0101389368313395,0.0280642246937173,0.011508417659963,0.0291127953778567,0.0151769983713706,0.0111168838347688,0.00910334446379897
2005,0.00602762470622,0.000471733194657454,0.0580949626893361,0.0512521313366833,0.0338629882683548,0.0153313567002638,0.00547875941612309,0.00887331442034269,0.0173514966405382,0.00614397393884223,0.0276557187637655,0.020785357068326,0.00365457917676925,0.0301456385151748,0.00284902030460516,0.0349102576203012,0.0131310241707897,0.00674318699965044,0.00202476330108411,0.0319857587715951,0.0101955232281996,0.0634573789711897,0.0251856244532585,0.0303978384624433,0.00947021857214521,0.0396881228024699,0.0175459652181572,0.0246047044647103,0.0453724399030066,0.113266017447879,0.0101728175579247,0.0353595157522123,0.00129105232922595,0.0317645995943696,0.00504294344910584,0.0143199601378349,0.0192731260297035,0.0142856437570139,0.0094645657599315,0.0180151728070774,0.0128430152607711,0.027751813974984,0.0138612041957547,0.0206973113024316,0.0098997785647765
2006,0.00433842617423161,0.000510211955212916,0.062068547751479,0.0165717507772335,0.0248618960662312,0.0592630427236097,0.00669791960025853,0.0344455770021711,0.0218650050840423,0.0066525492226556,0.0212113297614166,0.0568797540688865,0.0074699921212351,0.0245744929551389,0.00746094851635294,0.0178411226897966,0.0212285977134997,0.0096766884782493,0.00932670952132842,0.0118092539840966,0.00603864524705825,0.0888860716445296,0.00948980676408512,0.0655773421656575,0.0152405148580409,0.0174513605397418,0.0249878055216219,0.0211759484328461,0.0380939308214059,0.0414884224178697,0.0101111434764017,0.0197255717683631,0.00382375736253533,0.0459547588140251,0.00258558771743734,0.0164609812937745,0.0204602077372543,0.00741490730384213,0.00972171530301372,0.0266662720402674,0.00999065775083203,0.0284629659322801,0.0243702405837312,0.00663713710298309,0.0144304312332761
2007,0.00273912994360528,0.000411430172351743,0.0669479149015698,0.0132111273151249,0.00898433022298235,0.0496920728610499,0.00538363446974629,0.0236203352332057,0.0175275803506007,0.00387675611182017,0.0121897647865233,0.0461007114544626,0.002984001841569,0.027903693356772,0.00286495722285507,0.0297064956699402,0.0161966894035108,0.00505936904181498,0.00393073235665707,0.0834299303123504,0.00297031971908038,0.0805368732922658,0.013589617861306,0.0461375242711658,0.00867102173098137,0.0269645287901698,0.0192449390866595,0.0350104426036765,0.0326234887543146,0.0510963426513202,0.00417909628384302,0.0334704004525982,0.00282909224490271,0.0373344784360543,0.0083781226155186,0.0135480157277875,0.0237235116924493,0.0298739918139981,0.0107597995118426,0.0112430733450346,0.00986322640140764,0.0411336966705622,0.010730042896022,0.00759389530914284,0.0157338008093841
2008,0.00285724540172463,0.000499009859390684,0.212218332927834,0.0117788025877355,0.0174489703277518,0.0130319751073249,0.00290584285345993,0.0776979998121641,0.00735575813659777,0.00466429348051474,0.00433202871322062,0.0349454901492977,0.00194523275221833,0.0185034427628724,0.00187777453584272,0.0217891486955927,0.00996319349031421,0.00224154125007301,0.0055995294270419,0.0103741847979134,0.0202977238636276,0.0764925313638601,0.0187753336916007,0.0561483195946035,0.0191109694840527,0.0133967963667123,0.015483068516396,0.0224151411026228,0.0271098798223844,0.0202023036762386,0.0071431512271594,0.0352523520998745,0.00164133376494421,0.0240229543490156,0.0160530357863392,0.0167089742412433,0.0162632680634398,0.00396911598371576,0.00913471384479698,0.0154539905109155,0.0217035883525491,0.0475126433974063,0.0116088341805667,0.00458233102515537,0.0174878486218944
2009,0.0035395800712744,0.000482613146960319,0.352295070337901,0.0084157375649664,0.00669263360580591,0.00867259717484721,0.0026972264517974,0.0576698103859497,0.00925117836773083,0.00172166262501296,0.0063212785239478,0.00814229080711577,0.00217957865920019,0.0108691285835353,0.00187140561855523,0.0303351694453876,0.0131700812257386,0.00242271144388154,0.00261912483604285,0.0208997748824004,0.0160790758697739,0.0649905531163838,0.00360762909207442,0.0423523888390038,0.0100219030297899,0.00302864882129626,0.014207912377394,0.0118810907941884,0.0182526741441469,0.0466633713228441,0.00311813859073447,0.0554571908286503,0.00330107472742753,0.0311017270325099,0.034033589351738,0.0100991849281285,0.00830667021494311,0.00400997843471187,0.00925348604828897,0.0087203204095102,0.00753383890819286,0.017421373601426,0.0128757972404058,0.00459885834948938,0.00881487016889628
2010,0.00695437830379735,0.00049626807459918,0.185100130144564,0.0256727459968343,0.0143879883262052,0.00667065108792344,0.00451339831246352,0.0106743083401263,0.0295651764968938,0.0051878261226447,0.00677755422513918,0.0465295048198032,0.00212757304052834,0.0235990983762062,0.00134770747960916,0.0374630138074688,0.00885800162545284,0.00262309684425688,0.0064519370413871,0.0192602709677476,0.00428300406665537,0.0970647402954524,0.0134988763019487,0.0358280483992254,0.0263039652144351,0.00619099007025544,0.0133729673058438,0.0256489414291311,0.0213733898077444,0.00619998254211053,0.00304863245025047,0.0387258372319871,0.00481864983769863,0.0498351825927108,0.0335855607324492,0.0275211312534372,0.0252461708288791,0.00520354864024621,0.0114346394332218,0.0200788579469241,0.00930079368806038,0.0452556107802799,0.0103491574699655,0.00672916571345071,0.0148415265339859
2011,0.00316664972651415,0.00042411652991477,0.0548966248713873,0.0114528255674848,0.0506532666228573,0.00795961248690149,0.0057081047689006,0.00348611774214857,0.00690754283801912,0.0051992883100404,0.0151496388385451,0.0584295726594447,0.00530373255861603,0.0130269682539916,0.00290312468229515,0.0323358844004272,0.00552374410549017,0.00310525594651575,0.00146148335227141,0.0289412214722155,0.00525375809991472,0.0846513219201433,0.00867535941809521,0.0387521314906499,0.0302034787829846,0.0146898188988409,0.0276339810019252,0.017771112295032,0.0378655445304721,0.0107137382034937,0.00701879802943296,0.0265312241838566,0.0124001018807054,0.0199297128387614,0.00555014013881015,0.0429686682404219,0.0306242651855611,0.0208152967002809,0.00964497785548008,0.0359453656242151,0.0238116083230499,0.137000063370636,0.0123830207585503,0.00738300056394526,0.0157487359307606
2012,0.0032038927148735,0.000410250575839019,0.230379152994798,0.0114450677382653,0.0362715575691187,0.0096918676088052,0.00376486381174993,0.00494200393451901,0.0198255972604516,0.00211311005394761,0.00585359565295525,0.0689461647191349,0.00248388229135661,0.0125889711860734,0.00215208991467222,0.0130551988058787,0.00557999136626565,0.00301252563190506,0.00598477958149332,0.015438582896526,0.00568027901594894,0.0808506318881208,0.00885520942127305,0.0279334790677037,0.0333955671840036,0.00461154600510914,0.0187852292488697,0.00992189403870476,0.042840399705665,0.00393838498923059,0.00331038532437085,0.0286221146797669,0.00478144430324582,0.0224012576373394,0.0141158196540568,0.0518384880869643,0.047044498290515,0.00397619412261846,0.0100396430233591,0.0256045515609799,0.00679725382247463,0.0613843992247585,0.00851807092632271,0.00176152662086186,0.0158485858491078
