"year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55"
1992,0.0118336595952996,0.000443495708151243,0.0176005446220213,0.0386518781239147,0.00521425517598952,0.0240391192093112,0.0187487533120791,0.00497457315616373,0.0079545833184742,0.00804473285256488,0.0173468549494414,0.0202134265297241,0.0130465314543681,0.0153429755321459,0.00779365568876734,0.00804981276329841,0.0129819325681483,0.0132433538633105,0.0162242343475868,0.0164450766139415,0.00674576800093203,0.0368876413376202,0.0242941179010838,0.0117652726745014,0.0293065660740588,0.0194979914896694,0.0138242898867184,0.0215169153799001,0.0871374418300351,0.0307996648424467,0.019998623493013,0.00634742659957836,0.0367068304594779,0.0103396367170205,0.019988144762052,0.0142947622272505,0.0385456354277714,0.0465558225545793,0.0243287290537156,0.028142750257136,0.0143429832237569,0.0218132255378696,0.015898274168543,0.00895415433850768,0.0143895863957228,0.0161862932535842,0.0146201301459211,0.0208536353154908,0.000753907651860948,0.0160759428506351,0.0130485199949094,0.00721213736261461,0.0249376289373019,0.00193920692275536,0.00375689354726429
1993,0.0059757321901454,0.000403837066273979,0.0121395357623187,0.0436594444036977,0.00730352330027678,0.0306922013145968,0.00563265456293021,0.00615121949919434,0.00959547577407435,0.0122307889261092,0.0298382822427309,0.0508643691822671,0.0201865520347962,0.01148538924431,0.00478434658637812,0.00880555756313842,0.0316174177226237,0.0169739360329339,0.0253833528478171,0.0128207027328956,0.00227715034226058,0.0343424868457953,0.0239309843387138,0.0215532848943386,0.0402602627893255,0.0175763553623043,0.00878712531091069,0.0251698422787262,0.0552021345812553,0.0390904042810712,0.0125010216736805,0.00351972261090852,0.0267167296020643,0.00752763419590417,0.0205875496465287,0.0115197931671606,0.0215132335202297,0.0222447750779068,0.0218323672826046,0.0287624892430873,0.0135792826910855,0.0189085343790885,0.012884171461225,0.0237378695572227,0.0244824455558418,0.0153335125135613,0.0151420425421946,0.0212452220550091,0.00190537973934734,0.0124340920294322,0.0139249726776806,0.00577855912881138,0.0238574329729005,0.00116613101793552,0.0041606856443787
1994,0.00680943579112384,0.000377856755703672,0.0270945384225985,0.0321174752035638,0.00849633738914077,0.0288744319245964,0.0142891803321439,0.00845700816761465,0.0172882566528921,0.0140424382312409,0.0450690299846216,0.0155791321175993,0.0116883797401722,0.00989386683521544,0.00930172851357823,0.0150765020879515,0.0254299862213347,0.0173191135004411,0.00416547975061302,0.0155340754433683,0.000916898389658429,0.0283716658135908,0.0127811396430686,0.00936816758744918,0.0692403508276336,0.0127584184488416,0.00849798405032685,0.025177819391517,0.057430896365659,0.0498067490026073,0.0160200795856262,0.00309353433893167,0.034416636346877,0.0109234788491081,0.0207309971968099,0.00589151849505511,0.0251065896983532,0.0255350959522914,0.0224820349009268,0.0210332523704762,0.00893089123474859,0.0210257478007438,0.0142133045142053,0.0154268164804714,0.0200881955171246,0.0174369858920311,0.0137296195825716,0.0158173754370201,0.00229376673698139,0.0215526641210429,0.0123582326502691,0.00677652177570505,0.0354879278207301,0.0033774431301058,0.00499694698592721
1995,0.0201549536576071,0.000600220503964453,0.0159881518358469,0.0436556460627738,0.00787368146980057,0.0307464149684112,0.00765320095483482,0.00681970291546808,0.00954096931256776,0.0153812535936654,0.0400581603508707,0.0306241269111851,0.011391945706489,0.0145067608100309,0.00529400081018875,0.0131594662544852,0.0185671044548494,0.0151357126081058,0.00991301234962537,0.0155233118930961,0.00102857577375817,0.0298658681577983,0.0150477791646002,0.0273101848437755,0.0434206560284328,0.00776286712920499,0.0230253481677215,0.00805145727195429,0.0578591081131913,0.0472079150126891,0.0105970871124884,0.00242533125985354,0.03319109994328,0.00718648597935883,0.0152139214137164,0.00939127930608213,0.0586831959342862,0.0397433983697534,0.0158407030386948,0.0198912328156366,0.0136229086591882,0.0245827175879769,0.0159142850769446,0.0077514868641655,0.0147461945729734,0.0158210598140872,0.00756004856877224,0.0105120233105381,0.000964950127783727,0.0248823807140578,0.0112393864092989,0.00723348034200305,0.0339543651478979,0.00118218616619332,0.00470123437797615
1996,0.0108828930943494,0.00052364325263243,0.0216454030992277,0.0452132853452255,0.00470167687880389,0.0398712457498547,0.0134736855316007,0.00661334372943133,0.00938755062243225,0.0133061307796613,0.0154670178791035,0.0185467034119295,0.00611427444223765,0.0107600845828506,0.00454238677021873,0.0132349052157951,0.0200136425810891,0.00819684839965581,0.00471081222814749,0.0225785138152015,0.00449126326630615,0.0404511781310309,0.0211619678851927,0.0113503172307605,0.0393329566878015,0.0159796197030236,0.016454469705462,0.00877246420543553,0.0724513615269829,0.0207507826156619,0.00692541172911755,0.00333890524372158,0.0313462731731623,0.0118278064849038,0.0276228892969922,0.035024087603811,0.0537367943169235,0.044604967348078,0.0144029807937352,0.033601321443253,0.0125075237275423,0.018934863853208,0.0122893185773474,0.00631617952502283,0.0154356574877858,0.0284718294310409,0.0138891556585304,0.0117429030513533,0.00144713442535023,0.0171948443188585,0.0136808208305612,0.010580162247787,0.027402361737452,0.00200301665219267,0.00469236267516362
1997,0.0103150709022178,0.000471895352213998,0.0140625003577991,0.0404887910571396,0.0049284900271925,0.0423336129986977,0.0104973905427065,0.00510959870773045,0.00808542057575018,0.00992139143348646,0.0366425793378401,0.0254797694444867,0.0114662856029073,0.00906346745543499,0.00349303279693681,0.0114106043110949,0.0179813251488152,0.0159948699791926,0.0114279879685561,0.0167474416485414,0.00105785195411328,0.0387409300585729,0.0231200240400169,0.0154727992739279,0.0777095107123432,0.0187263610120617,0.0218827726165852,0.0155879211391725,0.0655200009313002,0.0289584659424951,0.0134536705659343,0.00203337432713752,0.037110396361931,0.00726738298490148,0.0149835390150503,0.0102569664183855,0.0354031118249673,0.0238298843698464,0.0146399156977146,0.0266388860068076,0.0116415215721096,0.0199390839779594,0.0168545760450374,0.010700557224526,0.0211106709403571,0.00882709127933277,0.00816201189255768,0.0128612024570242,0.00154433050999802,0.0172370628390232,0.0079262580841556,0.0093481173268773,0.0451278529690967,0.00542930118832987,0.00497507079160968
1998,0.0128435211019057,0.000397240406117138,0.0133986433143786,0.0412597484864546,0.00450306209644585,0.0343841406906406,0.0121135911571029,0.010571844089239,0.0155995909008961,0.00972263969781608,0.0278080551141306,0.0159708557020415,0.0165272955052818,0.0122644584281129,0.00202159771013809,0.011167374565022,0.0206641431276822,0.0130899762962066,0.00720412548423929,0.0177704300283075,0.000550587717376917,0.0371769886747883,0.0213898002374878,0.0177780593703825,0.0603082325944642,0.00912495249669557,0.0142617495759558,0.016740356376485,0.0629613115434046,0.0437766141969112,0.0198340637250673,0.00242434575977013,0.0376895854036561,0.0122155633009941,0.0237840024509855,0.0139601030548069,0.036267086505599,0.0485798496198782,0.0134720109913258,0.0196554435873881,0.016300115164366,0.0203281632799679,0.0140428136488182,0.00473986218253805,0.0167424178032054,0.0115757184599881,0.00884666614001051,0.017257277564623,0.0012429014707459,0.0186502490833464,0.00947114309321719,0.00689468308744458,0.0302164378010432,0.00860257497225385,0.00385593516284992
1999,0.0133982256542862,0.000488979803967454,0.0246849458868705,0.043646590795234,0.00479347440235566,0.0305641747804053,0.0120873948727622,0.00663069172308921,0.00869584953673478,0.00931228495629395,0.0348710701665693,0.0154837057413556,0.0111813427989863,0.0107478773634441,0.00296741452493485,0.0100546156548508,0.018038269909802,0.0142524567273231,0.0135481784772641,0.0204338650548357,0.00799932014213942,0.043136805410287,0.0198818102504177,0.0162756962039875,0.0505864338156815,0.00803916941778988,0.0233076926760394,0.0134269058654667,0.063578608525451,0.0284214304109723,0.00693593044923113,0.00255506035303823,0.0411491303730437,0.019772288649659,0.0202176533388545,0.0102179903801022,0.0417966165374603,0.042857956592972,0.0104549098891744,0.0194103416734478,0.0156317374606331,0.0188359393414908,0.0129745363533143,0.00745179618985697,0.0156307328714758,0.015964129947346,0.0153610759574593,0.016259565611912,0.00113433945228793,0.0177436269744237,0.0122251879994483,0.00539485543277443,0.0245162370498799,0.0196150409745812,0.00535803859653585
2000,0.0161994135719265,0.000567161011917189,0.0175131909385803,0.0378468943744209,0.00864696277268375,0.0260188843363116,0.00742052904203911,0.00545333917829558,0.00833389482113638,0.0135526408762305,0.0377249935197571,0.0233537858039053,0.0130973151789575,0.00747063670371416,0.00386951892633959,0.0170994420120805,0.0152360802770345,0.015746088601044,0.0206094825673617,0.0132788527349523,0.00472883444876749,0.0433616559222899,0.0217939141527053,0.0119076369840528,0.02905682221059,0.0142772730004026,0.0219927819308975,0.0256353261627612,0.0663539894316156,0.0277191296328505,0.0113585457935527,0.00346095547376851,0.0284760802725315,0.0128969184996005,0.0154041552107702,0.0185274726318393,0.0411463463599572,0.0172661997156087,0.0127101230793597,0.0392459395490449,0.00913750853955156,0.0173138791924438,0.019917173061098,0.0155870024589496,0.0178257268290914,0.0143876764494247,0.0289242765731592,0.0144107253658353,0.0018649533715421,0.0188998290463818,0.0123988271903296,0.00899954517288273,0.0219225579701098,0.0162109700160661,0.00584014105147994
2001,0.0104502843146205,0.000484004275893458,0.00955158613431609,0.0378475642628297,0.00659133079001511,0.013632058203047,0.0143188476191764,0.00439169049098387,0.0167832515729398,0.0280863641130068,0.0368032643901527,0.0185054573387713,0.0116324075672678,0.0131915633679493,0.00369269099079322,0.00915449916096221,0.0226911351180356,0.00852881656164711,0.0124181615984448,0.01567529125037,0.00365932153408141,0.0363765217391215,0.0166463858827848,0.0132202544543844,0.0423900442010104,0.0123635910402111,0.0272124235493109,0.0215511502314486,0.062964814418402,0.0285097671557973,0.00726895421878159,0.0030875967273714,0.0296830674454135,0.0147073749572623,0.0198783465120447,0.0077679541031037,0.0342157854666942,0.0428672612300339,0.0144709596436623,0.0152451144576995,0.0100658930327746,0.0179736197359636,0.0166371471509852,0.0120516733583921,0.0197033842267059,0.0208945575307742,0.052368930332927,0.02652930392024,0.00205967456083532,0.020602111420872,0.00621555179622322,0.0070163480037872,0.0286454004661562,0.00653025888113965,0.00418918749238152
2002,0.00953964115283188,0.000564987745608673,0.0222824584936546,0.0473445230121458,0.00485676517247925,0.0259415859439927,0.00562561186299208,0.00780206117599337,0.0131188029520455,0.0180727715393162,0.0375415916286262,0.0156164702913624,0.0133609388086854,0.00518679197728848,0.00447840937099487,0.00608524541109914,0.0258360414120338,0.00983162021068193,0.0274130578334264,0.0147442934392441,0.000557002390529946,0.0397595992689534,0.0217587409777539,0.0196331614947531,0.0503395840331037,0.02195613706307,0.0227277445114052,0.0276231055643364,0.0767408613872436,0.0204167426614944,0.00630509837802617,0.00254969976444247,0.0284649150489607,0.00861797686985906,0.0191117122451812,0.0125118205459026,0.0426406285687921,0.0429485897550498,0.0145448954262385,0.0145629626424333,0.0143743931718394,0.019468535924022,0.0135441867146139,0.00798254487633709,0.0241044067976976,0.0121895768286051,0.0226753089642721,0.0172217365077299,0.000981079821559495,0.019792298349859,0.0102717610511748,0.0039565168406923,0.0182125616458057,0.00242233053212743,0.00378811394163171
2003,0.00945007319039096,0.000517260980586823,0.00887777581395731,0.0309443941378522,0.00776780888334069,0.0221713081567964,0.0118260568668829,0.0123532365153559,0.00571996489064925,0.011858853909974,0.0329389856798718,0.0431116278997795,0.00646913486067129,0.0224509971987735,0.00398254967369023,0.0258986633449119,0.0256642892178069,0.00911000624536466,0.0105515640279865,0.0105310174636959,0.00413097656749752,0.0430484074065229,0.0275867181810121,0.015960658468133,0.0431526448954466,0.0234818661599835,0.0106972542420368,0.0170098187947845,0.0601362349145149,0.0269707112634521,0.00935398631955925,0.00316339260947105,0.0330042220621549,0.01721678695941,0.0107104132519014,0.0229765857262168,0.0348142668710573,0.0253987254866602,0.0273474787196363,0.0240325949433021,0.0136035105491851,0.0168137615521234,0.0230529757577084,0.0110665002941195,0.0189023534781413,0.0159845971210056,0.00779993377217314,0.0180347841313618,0.0050709007702455,0.0201269509805933,0.0153017347218908,0.0125024404899629,0.0154167788976828,0.00952686615554008,0.00440659852717429
2004,0.00885470494754307,0.000666035322559386,0.0195281060700287,0.0319957345467677,0.00415922207932136,0.0180060906965183,0.0271821807065748,0.00951773833408941,0.011453737847694,0.00751926129363727,0.0269564023497044,0.0264803090871452,0.0081977635947717,0.0120368478988508,0.00787859128848459,0.0211044411052616,0.0158517892438733,0.00892166256754499,0.0153153147318516,0.00800507994422775,0.00497720830401942,0.0360961179295843,0.0153984110882435,0.016142529531257,0.0416086529898033,0.0264221035867628,0.0361488178552468,0.0215068179730206,0.0711006381435763,0.0174607838155714,0.00821007200514137,0.00283990036153859,0.0577037052114228,0.0121754587454757,0.0238641378968091,0.0144115658221218,0.0219152677436274,0.0309153184926134,0.0113696428029486,0.0222675977346247,0.012500540307063,0.0128852388459762,0.020290312671418,0.00760106161782496,0.0165242167094063,0.0313322274381111,0.00897742991052673,0.0147791746521094,0.00658370781740608,0.022756534952602,0.00730655225150855,0.00784412219729408,0.0372226750639823,0.00608335120509388,0.00514709266981887
2005,0.0115996292403787,0.000608526976164774,0.0121635246197751,0.0273147390197151,0.00627290132920424,0.0224129615952081,0.0217863655417959,0.00720990962346479,0.0121420658245137,0.0146393951925781,0.0196807691174079,0.0328750318506133,0.0109451098336982,0.030576977637096,0.00870776551346173,0.0190302199067004,0.0164115435421136,0.00523560212303903,0.0114375345121635,0.0142312153548922,0.00127457099069433,0.0360106169722214,0.0309384971335665,0.0108371471855374,0.0370717885131926,0.0574802095989345,0.0262599883818761,0.0164975358260416,0.0567566903010028,0.0291105031432932,0.00763529542698873,0.00330961191538183,0.0407660736602521,0.0119188746447532,0.0156866732301479,0.0131239745990938,0.0405616659980438,0.0336496738429386,0.0124958044705363,0.0135254777987377,0.019021935376807,0.0175715397164908,0.0204308549854866,0.00838638258877224,0.0151109227072245,0.0131271198342904,0.00979263457555144,0.0252805815830158,0.00331317983926664,0.0203366929140414,0.00706544924217364,0.00408429175029655,0.0230100893080066,0.00921936284907744,0.00405650074228009
2006,0.012800113796952,0.000725295498669678,0.0147834629497998,0.0401368056205237,0.00479032327487013,0.037296971217894,0.0119247695229778,0.00748907528580818,0.00828597716659079,0.0103693178035461,0.0256525897504391,0.0259793012392302,0.00844271972757778,0.0114950474710396,0.00222247808438141,0.0189099988780735,0.0233390986143226,0.0108700722017162,0.00657346637252343,0.0142563508600717,0.00194651327669145,0.0473661915130125,0.0209977642819374,0.0115754335335081,0.0407168958128175,0.0413396734560715,0.0145529631443808,0.0234689484223419,0.0634351164121488,0.0146393115741504,0.00385766753141673,0.0027550884613597,0.0318564050272148,0.00972726735902976,0.0159055775987968,0.0214341678114531,0.066036123122537,0.0571214494448753,0.00783707292219184,0.0202722507730116,0.0125815533231109,0.0156240433151916,0.0184433179660406,0.00979711492372317,0.0177166051242566,0.0164973438469804,0.00817051588355671,0.0169012125117188,0.00126898169343334,0.0182348363080501,0.0108434437657757,0.00913572362750109,0.0220930435644927,0.00463318930478614,0.00487395802542765
